participant,video,Pupil_size
7yqP3,HN_1,0.0005651976215492738
7yqP3,HN_2_H,0.26419934473145634
7yqP3,HN_2_L,-0.5595705227699441
7yqP3,HN_3_H,-0.008749861918774027
7yqP3,HN_3_L,-0.04663685370656401
7yqP3,HN_4,0.12560057013124037
7yqP3,HN_5,0.0371012473840846
7yqP3,HN_6,-0.0020156604509131704
7yqP3,HN_7,-0.07065725685883573
7yqP3,HN_9,-0.006540523986106717
7yqP3,HP_1_L,-0.0964673119271966
7yqP3,HP_1_H,0.1219439750037794
7yqP3,HP_2,0.00737445000466419
7yqP3,HP_3_L,-0.010898204985590354
7yqP3,HP_3_H,0.06508104408715809
7yqP3,HP_4,0.07930330395166774
7yqP3,HP_5,0.1251943392835515
7yqP3,HP_6,0.021650213440650212
7yqP3,HP_7_H,0.09743688639788495
7yqP3,HP_7_L,-0.1438089467618795
7yqP3,HP_9,0.0008066808902600364
7yqP3,LN_1,0.06566267299214612
7yqP3,LN_2,-0.39092946214105506
7yqP3,LN_3,0.05177792863252506
7yqP3,LN_4,0.03173040978035324
7yqP3,LN_5,-0.10334458142953329
7yqP3,LN_6,-0.07713647524261802
7yqP3,LN_7_N,-0.050745935703282896
7yqP3,LN_7_P,-0.4521813347530905
7yqP3,LN_9,-0.06247482507364799
7yqP3,LP_1,-0.15033309861510036
7yqP3,LP_2,0.10144607356988011
7yqP3,LP_3,-0.004330412337215428
7yqP3,LP_4,-0.152163473628947
7yqP3,LP_5,0.02941712756346382
7yqP3,LP_6,0.03992713600995357
7yqP3,LP_7,0.015184753970197029
7yqP3,LP_9,0.04643064419151388
F5tXL,HN_1,-0.005538117677482912
F5tXL,HN_2_H,0.03487642690986981
F5tXL,HN_2_L,-0.0767403645187148
F5tXL,HN_3_H,-0.18312337807557055
F5tXL,HN_3_L,0.08076475429914476
F5tXL,HN_4,0.13625913391715683
F5tXL,HN_5,-0.012254287482352577
F5tXL,HN_6,-0.0007489331403860433
F5tXL,HN_7,-0.09069282065885531
F5tXL,HN_9,0.007396201153957449
F5tXL,HP_1_L,0.0045574626561384335
F5tXL,HP_1_H,-0.029248500917884446
F5tXL,HP_2,0.05222624798995534
F5tXL,HP_3_L,-0.040656375578898896
F5tXL,HP_3_H,0.2719356441053584
F5tXL,HP_4,0.005682042885649885
F5tXL,HP_5,0.18484996867929482
F5tXL,HP_6,0.09081345571405564
F5tXL,HP_7_H,-0.001143817073055331
F5tXL,HP_7_L,-0.005665606191695094
F5tXL,HP_9,0.009789198468611371
F5tXL,LN_1,-0.04427185178740212
F5tXL,LN_2,-0.04874530842643576
F5tXL,LN_3,-0.012668783546843976
F5tXL,LN_4,0.002874415988638024
F5tXL,LN_5,-0.05596524892176458
F5tXL,LN_6,-0.033823987086057716
F5tXL,LN_7_N,-0.014600468677111955
F5tXL,LN_7_P,-0.08278352534473576
F5tXL,LN_9,-0.14625436284623072
F5tXL,LP_1,0.08010056388587516
F5tXL,LP_2,0.00594116815425938
F5tXL,LP_3,0.03575156337856633
F5tXL,LP_4,0.09365927869137902
F5tXL,LP_5,0.014839391769518429
F5tXL,LP_6,0.010491666038965342
F5tXL,LP_7,0.017707173903855455
F5tXL,LP_9,0.09363152372095529
Gax8,HN_1,0.0033004636388049846
Gax8,HN_2_H,0.2679645164309372
Gax8,HN_2_L,-0.5346444211720343
Gax8,HN_3_H,0.27805322003527166
Gax8,HN_3_L,-0.21152872817758528
Gax8,HN_4,0.10306045189873503
Gax8,HN_5,0.09928091900681402
Gax8,HN_6,-0.012073770034645825
Gax8,HN_7,-0.040647724680459074
Gax8,HN_9,6.345360681114798e-05
Gax8,HP_1_L,-0.10189934082782148
Gax8,HP_1_H,0.28333441862861086
Gax8,HP_2,0.052016394162402335
Gax8,HP_3_L,-0.04418566984937211
Gax8,HP_3_H,0.23466968662432341
Gax8,HP_4,0.01718876216811349
Gax8,HP_5,0.1964641825380662
Gax8,HP_6,0.07939709042875842
Gax8,HP_7_H,0.013825305540822175
Gax8,HP_7_L,-0.033738721050332376
Gax8,HP_9,0.017009507810607172
Gax8,LN_1,-0.04193487127750872
Gax8,LN_2,-0.21821017769655393
Gax8,LN_3,-0.02339109139647544
Gax8,LN_4,-0.1328739665174723
Gax8,LN_5,0.02055576523877578
Gax8,LN_6,-0.0965479521666115
Gax8,LN_7_N,-0.08840395502906562
Gax8,LN_7_P,-0.4498480100711335
Gax8,LN_9,-0.2039396188642364
Gax8,LP_1,0.15855079653985849
Gax8,LP_2,0.11913056198007954
Gax8,LP_3,0.007500549508209442
Gax8,LP_4,0.0653178812401145
Gax8,LP_5,0.05132047925463867
Gax8,LP_6,-0.03351034519252938
Gax8,LP_7,-0.02105506518278455
Gax8,LP_9,0.05502418867638692
Hx7dO,HN_1,0.0017309462460750602
Hx7dO,HN_2_H,0.263056337896324
Hx7dO,HN_2_L,-0.5610101961516678
Hx7dO,HN_3_H,0.15228616161557618
Hx7dO,HN_3_L,-0.2802861649330519
Hx7dO,HN_4,0.12887434834465106
Hx7dO,HN_5,0.08597861070032753
Hx7dO,HN_6,0.06139387043931599
Hx7dO,HN_7,-0.07744646566013724
Hx7dO,HN_9,0.04928558026497987
Hx7dO,HP_1_L,-0.03643191040975724
Hx7dO,HP_1_H,0.1137168377255624
Hx7dO,HP_2,0.0568149331442811
Hx7dO,HP_3_L,-0.018059822111743618
Hx7dO,HP_3_H,0.1153304761926015
Hx7dO,HP_4,0.12088174295153165
Hx7dO,HP_5,0.1111805776698267
Hx7dO,HP_6,0.06400398549801034
Hx7dO,HP_7_H,0.050440330894066854
Hx7dO,HP_7_L,-0.07017606475054539
Hx7dO,HP_9,0.016853578256952773
Hx7dO,LN_1,-0.11698454610405262
Hx7dO,LN_2,-0.12291015753347034
Hx7dO,LN_3,0.03292772471681804
Hx7dO,LN_4,-0.07804355947264385
Hx7dO,LN_5,-0.0799712191691393
Hx7dO,LN_6,-0.064071860588375
Hx7dO,LN_7_N,0.012169586596484816
Hx7dO,LN_7_P,-0.3499606561045998
Hx7dO,LN_9,-0.26607516620385363
Hx7dO,LP_1,0.01694020973524113
Hx7dO,LP_2,-0.03684525515494519
Hx7dO,LP_3,0.0034605451527145448
Hx7dO,LP_4,0.042668115087407976
Hx7dO,LP_5,0.01927521468465576
Hx7dO,LP_6,-0.0277502098567477
Hx7dO,LP_7,0.010860487252458473
Hx7dO,LP_9,0.05965061956016493
wohkw,HN_1,-0.001493414839065288
wohkw,HN_2_H,0.2110952632396934
wohkw,HN_2_L,-0.4501992929807863
wohkw,HN_3_H,0.0063653001563119815
wohkw,HN_3_L,-0.0711690715163682
wohkw,HN_4,0.23182564283798568
wohkw,HN_5,0.1668683894484917
wohkw,HN_6,0.034724697582750874
wohkw,HN_7,-0.10690936946641294
wohkw,HN_9,0.01662250472556348
wohkw,HP_1_L,-0.08748615718530672
wohkw,HP_1_H,0.09098641948989394
wohkw,HP_2,0.10754901391945326
wohkw,HP_3_L,-0.02924513127823669
wohkw,HP_3_H,0.16661525736821536
wohkw,HP_4,0.124932934976552
wohkw,HP_5,0.19174440963986683
wohkw,HP_6,0.10450408358155538
wohkw,HP_7_H,0.0675896292854321
wohkw,HP_7_L,-0.15177503739794496
wohkw,HP_9,0.011498207210668188
wohkw,LN_1,0.01735129543652958
wohkw,LN_2,-0.06612908154795871
wohkw,LN_3,-0.013778855923601174
wohkw,LN_4,-0.06471349893508327
wohkw,LN_5,-0.10035538106871345
wohkw,LN_6,0.012349500001766156
wohkw,LN_7_N,0.0179661763281862
wohkw,LN_7_P,-0.3824198435956716
wohkw,LN_9,-0.21102858598351393
wohkw,LP_1,0.1092187527337769
wohkw,LP_2,0.03340730703430417
wohkw,LP_3,-0.004180978542248859
wohkw,LP_4,0.04150750483834953
wohkw,LP_5,0.013306698432559827
wohkw,LP_6,-0.0573386422163793
wohkw,LP_7,0.045369836330271696
wohkw,LP_9,0.07471293937214929
WYuvqk,HN_1,0.003100403512342975
WYuvqk,HN_2_H,0.3562947390856239
WYuvqk,HN_2_L,-0.7556717987950368
WYuvqk,HN_3_H,-0.03968809288731867
WYuvqk,HN_3_L,-0.20420364779932143
WYuvqk,HN_4,0.07075415487911485
WYuvqk,HN_5,0.16535018224486198
WYuvqk,HN_6,-0.023322648043591077
WYuvqk,HN_7,-0.02834933892706104
WYuvqk,HN_9,0.03229920355421578
WYuvqk,HP_1_L,-0.018584042650534816
WYuvqk,HP_1_H,0.08624979781833808
