,simuli_name_1,Participant,avg_max,avg_min,avg_mean,avg_std,avg_kurtosis,avg_skewness,avg_auc,corr_max,corr_min,corr_mean,corr_std,corr_kurtosis,corr_skewness,corr_auc,diff_max,diff_min,diff_mean,diff_std,diff_kurtosis,diff_skewness,diff_auc,simuli_name_2,Valence,Arousal
0,HN_5,22DFx,4.21539306640625,3.386756896972656,3.80577401629949,0.24425118319410982,-1.3714641261476601,-0.03923390983108931,1118.910638809204,4.253365339378716,3.096388377191023,3.633295225974074,0.20051454107362246,1.2448135480109448,0.7587538124426692,1068.3051382698031,-0.03797227297246586,0.2903685197816328,0.17247879032541613,0.04373664212048736,-2.6162776741586047,-0.7979877222737585,50.605500539400964,HN_5,-0.168005,0.296258
1,HN_7,22DFx,4.0296173095703125,3.096710205078125,3.5940482174908674,0.23952593317824342,-1.336617899001331,0.12906170201267209,772.8307456970215,3.879212900911368,3.5419417222570564,3.6710652905041288,0.06365894203670633,,,,0.15040440865894444,-0.4452315171789314,-0.07701707301326133,0.1758669911415371,,,,HN_7,-0.197653,-0.159118
2,LP_5,22DFx,3.437786102294922,2.8330955505371094,3.166526097974342,0.15113283926137064,-0.7654993448092648,-0.4227114067227616,759.9847221374512,3.221239286929759,2.9969638320453607,3.144020764721959,0.06447865479927842,0.05217759988318038,-1.0228510779314597,754.5453129438329,0.21654681536516307,-0.16386828150825128,0.02250533325238324,0.08665418446209222,-0.8176769446924452,0.6001396712086982,5.439409193618303,LP_5,0.192463,0.171794
3,HP_1_L,22DFx,3.530364990234375,2.8817291259765625,3.2353727976481115,0.15930454559559293,-0.3959386344735618,-0.6130774907679285,643.6725591023763,3.413531618024944,3.259458922638655,3.3321011562260834,0.026720895669527015,1.131898499476267,0.012618698318095967,663.0924419979852,0.11683337220943102,-0.3777297966620927,-0.0967283585779719,0.13258364992606592,-1.527837133949829,-0.6256961890860244,-19.419882895608907,HP_1_L,0.056916,-0.359364
4,HP_1_H,22DFx,3.788650512695313,3.454208374023437,3.569858744993048,0.09975263244191226,-0.4768043828124733,0.9933545443412113,206.98924255371094,3.460304664988122,3.264274175443508,3.350729371959837,0.045927627000066244,0.4506456361026854,0.5030153826665866,194.3140065569186,0.3283458477071908,0.189934198579929,0.21912937303321112,0.05382500544184602,-0.9274500189151587,0.49033916167462466,12.675235996792338,HP_1_H,0.153726,0.299871
5,HN_4,22DFx,3.6457786560058594,2.825630187988281,3.3196632115527835,0.21441222957622771,-0.5195213622449555,-0.6927031003384724,653.9793300628662,3.2416490052418108,3.1758845828842888,3.1860864218787657,0.019061230610151966,2.9150755134720896,2.141889234648152,627.6648391685235,0.4041296507640486,-0.35025439489600796,0.13357678967401787,0.19535099896607575,-3.434596875717045,-2.8345923349866244,26.314490894342725,HN_4,-0.133366,0.373785
6,HN_6,22DFx,3.277435302734375,2.726531982421875,2.918743805146553,0.10568024110793008,1.4024227565712435,1.3880452472053664,825.937572479248,2.997215815249498,2.8552433411589595,2.9309238079287274,0.03498083435048249,-0.8751068906128712,0.13292753211174813,829.4456334056174,0.28021948748487713,-0.1287113587370845,-0.012180002782174348,0.07069940675744758,2.2775296471841147,1.2551177150936184,-3.508060926369353,HN_6,-0.239497,0.171131
7,LN_4,22DFx,3.3958511352539062,2.6107749938964844,3.1503336258715735,0.1714504204168967,1.5643466755524829,-1.419554892718867,920.1601295471191,3.2139301251474257,3.038386710275341,3.169518570051824,0.0266742670948038,,,,0.18192101010648054,-0.4276117163788564,-0.01918494418025052,0.1447761533220929,,,,LN_4,-0.143199,-0.394921
8,LP_3,22DFx,3.8825836181640634,3.104965209960937,3.4612556936962355,0.18334248051286137,-0.7730043539795064,0.32461631774070887,1263.4455585479736,3.636305491349722,3.3297438550469467,3.473686095707217,0.09292683056737507,-0.9751224345610088,0.0459355936013516,1267.8856541082675,0.24627812681434147,-0.22477864508600964,-0.012430402010981556,0.0904156499454863,0.20211808058150238,0.2786807241393573,-4.440095560293912,LP_3,0.173194,-0.164327
9,LP_9,22DFx,3.2490692138671875,2.871318817138672,3.0802491261408877,0.10097250676318165,-1.1487046308924662,-0.10910563884837043,317.38387298583984,3.085621273325912,2.874253347894669,3.01819787369252,0.05248521847836271,-0.2523628467824146,-0.6659894039318871,310.99665137695496,0.16344794054127565,-0.0029345307559971445,0.062051252448367844,0.048487288284818936,-0.8963417841100516,0.5568837650835167,6.387221608884886,LP_9,0.189555,0.134791
10,HP_9,22DFx,3.50833511352539,2.6744842529296875,3.053417030872342,0.16445622370412108,-0.47693381793026024,0.047395706175303094,2970.801942189534,3.317077960918102,2.821216241232161,3.0598255596880493,0.10112294488457388,-0.4033069372419664,-0.5161425259760518,2977.164645320575,0.19125715260728837,-0.14673198830247358,-0.006408528815707193,0.0633332788195472,-0.07362688068829382,0.5635382321513549,-6.362703131040689,HP_9,0.142654,-0.270034
11,LN_9,22DFx,3.951751708984376,2.915874481201172,3.5419346556371574,0.2984039516695515,-0.7341894060274914,-0.7457783816254691,517.3659229278564,3.8521379475621087,3.68455994890904,3.785070719794084,0.04602397527391435,,,,0.09961376142226719,-0.768685467707868,-0.24313606415692668,0.2523799763956372,,,,LN_9,-0.147364,-0.359604
