,simuli_name_1,Participant,avg_max,avg_min,avg_mean,avg_std,avg_kurtosis,avg_skewness,avg_auc,corr_max,corr_min,corr_mean,corr_std,corr_kurtosis,corr_skewness,corr_auc,diff_max,diff_min,diff_mean,diff_std,diff_kurtosis,diff_skewness,diff_auc
853,LN_4,gjGzb,4.647460938,2.714633942,4.144339059,0.432785642,0.013482663,-1.046928236,1135.852522,4.66594502,3.971008465,4.402615359,0.137380731,,,,-0.018484083,-1.256374524,-0.258276301,0.295404911,,,
854,LN_5,gjGzb,4.292697906,2.730674744,3.729838309,0.428838729,-0.399574035,-0.860369789,626.6743526,4.085830985,3.619696329,3.826576865,0.115400359,-1.417969472,-0.053239242,642.8517014,0.206866922,-0.889021585,-0.096738556,0.313438371,1.018395437,-0.807130547,-16.17734879
855,LN_6,gjGzb,4.960163116,4.493595123,4.740734534,0.086737841,0.754862893,-0.741679685,1370.003174,4.865762872,4.728964928,4.759501933,0.020516518,,,,0.094400245,-0.235369805,-0.018767399,0.066221323,,,
856,LN_7_N,gjGzb,5.125831604,2.912658691,4.566585775,0.440292288,-0.288729102,-0.638544567,1931.475729,4.342251381,3.863411707,4.244924265,0.093953252,3.731780696,-2.137607845,1795.632963,0.783580223,-0.950753016,0.32166151,0.346339036,-4.020509798,1.499063278,135.8427658
857,LN_7_P,gjGzb,4.478191376,2.059326172,3.791682226,0.440262417,0.945896178,-0.861958427,1039.18635,4.463114257,3.672866317,4.197580439,0.157575487,,,,0.015077119,-1.613540145,-0.405898213,0.28268693,,,
858,LN_9,gjGzb,4.778011322,3.484062195,4.259756139,0.435789629,-1.337933073,-0.473232282,634.8153954,4.814677399,4.131017792,4.616977736,0.137863247,,,,-0.036666077,-0.646955598,-0.357221597,0.297926382,,,
859,LP_1,gjGzb,4.051143646,3.663970947,3.931025458,0.078437544,0.853853561,-1.015852516,235.9858265,4.000162755,3.891524885,3.941988165,0.028205241,-0.462047498,0.572156688,236.4904218,0.050980892,-0.227553937,-0.010962707,0.050232303,1.315901059,-1.588009204,-0.504595288
860,LP_2,gjGzb,4.623516083,4.162460327,4.477583893,0.101380895,0.856848787,-0.967550971,537.5018177,4.499631108,4.205408978,4.338832698,0.086878078,-1.306889811,0.365536815,520.7322292,0.123884975,-0.042948651,0.138751195,0.014502817,2.163738598,-1.333087786,16.76958851
861,LP_3,gjGzb,4.627193451,2.58921051,3.680096773,0.447130685,-0.155522915,0.203303522,1335.947119,4.005552524,3.621701681,3.780026978,0.097229902,-1.333068327,0.215958179,1372.254005,0.621640927,-1.032491171,-0.099930205,0.349900783,1.177545412,-0.012654657,-36.30688601
862,LP_4,gjGzb,4.123428345,3.739219666,3.905521863,0.083824763,-0.290556537,0.060577393,820.0059891,4.155969788,3.797455165,3.949997918,0.088747095,0.101734007,0.91361203,829.421725,-0.032541443,-0.0582355,-0.044476055,-0.004922332,-0.392290543,-0.853034636,-9.415735961
863,LP_5,gjGzb,4.383964539,3.44536972,4.034734164,0.245757858,-0.286696112,-0.698234922,968.6430779,4.160915965,3.686029239,3.987195147,0.124154771,-0.434695633,-0.647244856,956.978056,0.223048574,-0.240659519,0.047539017,0.121603088,0.147999521,-0.050990067,11.66502189
864,LP_6,gjGzb,4.217178345,3.197303772,3.547605807,0.185186535,4.065040317,1.516982455,851.0890007,3.896439647,3.473348275,3.612458354,0.057258738,6.472416561,0.453134196,866.8442564,0.320738698,-0.276044503,-0.064852547,0.127927798,-2.407376245,1.063848259,-15.7552557
865,LP_7,gjGzb,4.295764923,3.281215668,3.818228815,0.258585362,-1.152176306,-0.10504953,2237.239373,4.435089493,3.496552303,3.912436826,0.163280327,1.065109178,0.592058004,2292.529919,-0.13932457,-0.215336635,-0.09420801,0.095305035,-2.217285485,-0.697107534,-55.29054658
866,LP_9,gjGzb,3.977241516,3.309272766,3.692819964,0.131038081,0.114007248,-0.559844439,664.8748035,3.773166179,3.535189584,3.661694028,0.063789361,-1.473596187,0.013425168,659.0812827,0.204075337,-0.225916818,0.031125936,0.06724872,1.587603435,-0.573269606,5.793520803
867,HN_1,h2yD5h,4.633800507,3.047901154,4.113355378,0.369573593,0.479758529,-1.189556886,2184.410614,4.438593156,4.03738127,4.110654381,0.073788941,,,,0.19520735,-0.989480116,0.002700997,0.295784652,,,
868,HN_2_H,h2yD5h,4.831710815,4.220043182,4.534873671,0.116501608,-0.759639307,-0.175068103,1954.546791,4.620485577,4.085310258,4.322831039,0.13119436,-0.463621172,0.523288097,1863.077435,0.211225238,0.134732924,0.212042632,-0.014692752,-0.296018135,-0.6983562,91.46935575
869,HN_2_L,h2yD5h,4.360702515,3.152942657,3.790631703,0.32089821,-1.131727841,-0.02827711,739.1425991,4.385021317,4.141686573,4.250093011,0.063080343,,,,-0.024318802,-0.988743915,-0.459461308,0.257817867,,,
870,HN_3_H,h2yD5h,4.563919067,3.737068176,4.132091083,0.172142512,-0.745527556,0.313651208,462.7548828,4.323740888,3.79770997,4.008623314,0.247087758,-1.756929778,0.489444758,448.90591,0.240178179,-0.060641794,0.123467769,-0.074945246,1.011402223,-0.17579355,13.8489728
871,HN_3_L,h2yD5h,3.953639984,3.11315155,3.56781374,0.161158607,-0.180420701,-0.521932293,913.4365253,3.855376344,3.433100224,3.65939526,0.111427207,,,,0.09826364,-0.319948673,-0.09158152,0.0497314,,,
872,HN_4,h2yD5h,3.641799927,3.190891266,3.433676454,0.102730967,-0.281892397,-0.315909816,662.7459927,3.432811524,3.219187765,3.35096553,0.028468023,2.50711484,0.486324548,646.7278329,0.208988403,-0.028296499,0.082710924,0.074262944,-2.789007237,-0.802234364,16.01815972
873,HN_5,h2yD5h,3.904594421,3.486587524,3.713492784,0.080023331,-0.472014394,0.238350845,1002.561827,3.705526619,3.554996582,3.589337799,0.02518472,4.491398251,2.0097229,969.0674766,0.199067802,-0.068409058,0.124154985,0.054838611,-4.963412644,-1.771372055,33.49435014
874,HN_6,h2yD5h,3.254470825,2.83070755,3.039728107,0.080225281,1.243927385,-0.344449656,805.4817924,3.141087024,3.020170809,3.050841624,0.02540542,2.380278866,1.502066953,808.4610729,0.113383801,-0.189463259,-0.011113516,0.054819861,-1.136351481,-1.846516608,-2.979280466
875,HN_7,h2yD5h,3.810535431,3.299278259,3.550117067,0.137614443,-1.073084593,-0.117178205,695.8215523,3.82817514,3.539463775,3.593784675,0.042049912,,,,-0.01763971,-0.240185516,-0.043667609,0.095564531,,,
876,HN_9,h2yD5h,4.053955078,2.79107666,3.451957413,0.255607276,-0.971458205,-0.003642344,3168.958171,4.068126922,3.276085774,3.433808998,0.163667971,-0.475358944,1.015928899,3152.30318,-0.014171844,-0.485009114,0.018148416,0.091939305,-0.496099262,-1.019571243,16.65499148
877,HP_1_L,h2yD5h,3.569198608,3.119625092,3.356576016,0.113740423,-1.035623898,0.043882172,681.2544429,3.459627639,3.279997228,3.394916485,0.034315716,1.006357058,-0.315323163,689.1441838,0.109570969,-0.160372136,-0.03834047,0.079424707,-2.041980956,0.359205335,-7.88974096
878,HP_1_H,h2yD5h,3.798721313,3.198444366,3.506421911,0.17846698,-1.231187197,0.225383828,199.7296238,3.465519991,3.289813715,3.415259066,0.044895981,0.810086543,-1.23407447,194.6255972,0.333201323,-0.091369349,0.091162846,0.133570998,-2.04127374,1.459458299,5.104026595
879,HP_2,h2yD5h,4.074211121,2.930221558,3.536425036,0.224127958,0.205480588,0.567526748,1516.913057,3.74430833,3.254138316,3.507901109,0.133351485,-1.150156677,0.070196475,1504.808611,0.329902791,-0.323916758,0.028523927,0.090776473,1.355637265,0.497330273,12.1044465
880,HP_3_L,h2yD5h,3.637386322,2.810203552,3.30019665,0.165139493,0.066152886,-0.464991602,2686.384417,3.403276847,3.283831791,3.312922497,0.024073981,,,,0.234109475,-0.473628239,-0.012725848,0.141065511,,,
881,HP_3_H,h2yD5h,3.586681366,3.120769501,3.399391856,0.146986958,-1.059497182,-0.612493125,472.5211163,3.370980288,3.285725664,3.328020325,0.031060477,-1.356226617,0.09913163,462.6132023,0.215701078,-0.164956163,0.071371531,0.115926482,0.296729436,-0.711624755,9.907913971
882,HP_4,h2yD5h,3.577980042,3.287166595,3.435716638,0.060662964,0.419991496,0.259028943,721.5176868,3.412821433,3.357808853,3.39255584,0.023435696,-1.606065933,-0.542645267,712.4440174,0.165158608,-0.070642258,0.043160798,0.037227269,2.026057428,0.80167421,9.073669436
883,HP_5,h2yD5h,4.141254425,3.412094116,3.692611511,0.182872868,0.011113926,0.824633521,535.3389359,3.767626515,3.287198958,3.530027416,0.078479254,0.580298641,-0.010166973,511.8468427,0.37362791,0.124895158,0.162584095,0.104393614,-0.569184715,0.834800494,23.49209317
884,HP_6,h2yD5h,3.964267731,3.091312408,3.61468297,0.182259417,-0.226547154,-0.480545553,603.739502,4.201146398,3.30654793,3.555188217,0.136408779,5.718844666,1.486713379,593.6004945,-0.236878668,-0.215235522,0.059494752,0.045850638,-5.94539182,-1.967258933,10.13900742
885,HP_7_H,h2yD5h,3.948928833,3.330013275,3.558446766,0.115053678,1.12785838,1.116873771,512.3843193,3.907693626,3.441632053,3.557287345,0.111107188,1.260761019,1.471918897,512.2291657,0.041235207,-0.111618778,0.001159421,0.00394649,-0.132902639,-0.355045126,0.155153615
886,HP_7_L,h2yD5h,3.953197479,3.262645721,3.548507352,0.192885277,-0.959161252,0.422844266,276.7611046,3.747383166,3.487598344,3.536239381,0.087688487,,,,0.205814313,-0.224952622,0.012267971,0.10519679,,,
887,HP_9,h2yD5h,3.767852783,2.707107544,3.2155596,0.187080035,-0.420451938,-0.233711076,3218.706831,3.270600551,3.052548045,3.227366211,0.054375161,1.69127959,-1.754287522,3230.572308,0.497252232,-0.345440501,-0.011806612,0.132704874,-2.111731529,1.520576446,-11.86547745
888,LN_1,h2yD5h,3.857715607,3.223316193,3.575347683,0.136650171,-0.400887497,-0.424257574,1501.735579,3.745484896,3.432743226,3.667190325,0.027443563,,,,0.11223071,-0.209427033,-0.091842642,0.109206608,,,
889,LN_2,h2yD5h,3.619140625,2.819339752,3.284072255,0.17570841,-0.593472167,-0.071487378,1530.205513,3.844373731,3.173549601,3.468398371,0.19924372,,,,-0.225233106,-0.354209849,-0.184326116,-0.02353531,,,
890,LN_3,h2yD5h,3.658546448,2.74193573,3.396384427,0.196745573,2.26699104,-1.543400442,893.235014,3.603215319,3.319629911,3.374229343,0.053087323,,,,0.055331129,-0.577694181,0.022155084,0.14365825,,,
891,LN_4,h2yD5h,3.76008606,3.090278625,3.41396809,0.10434555,1.01848958,0.477818512,908.1203461,3.620564709,3.322324018,3.51125266,0.065433348,,,,0.13952135,-0.232045393,-0.09728457,0.038912202,,,
892,LN_5,h2yD5h,3.739078522,2.724666595,3.265051222,0.246832986,-0.550571617,-0.363360634,630.057251,3.418205856,3.083753606,3.327764718,0.054341349,4.204861353,-1.85546088,642.2290574,0.320872665,-0.359087011,-0.062713496,0.192491637,-4.75543297,1.492100246,-12.17180646
893,LN_6,h2yD5h,3.828720093,3.135540009,3.580848607,0.153425807,0.176283626,-1.058256235,945.4667053,3.761979228,3.53447282,3.616285659,0.049058187,,,,0.066740865,-0.398932811,-0.035437051,0.104367621,,,
894,LN_7_N,h2yD5h,4.112537384,3.249176025,3.719320681,0.138117376,0.061227241,-0.085350739,1948.911022,3.777837428,3.412989232,3.577196316,0.048437332,1.413504398,-0.257061806,1874.467196,0.334699956,-0.163813207,0.142124365,0.089680044,-1.352277157,0.171711067,74.44382586
895,LN_7_P,h2yD5h,3.317470551,2.673557281,3.046511357,0.12957334,-0.169419561,-0.497654833,779.8586273,3.796309232,3.359978488,3.512147433,0.105523246,,,,-0.478838681,-0.686421206,-0.465636076,0.024050094,,,
896,LN_9,h2yD5h,4.025680542,3.144989014,3.588393847,0.285697772,-1.319450842,0.045149086,470.1454124,3.923080789,3.620412329,3.834750759,0.098527937,,,,0.102599753,-0.475423316,-0.246356912,0.187169835,,,
897,LP_1,h2yD5h,3.324783325,3.018447876,3.174193144,0.0858207,-1.161164489,-0.138969248,149.2453995,3.147377485,3.05967309,3.115319707,0.027559652,-1.467819698,-0.015565789,146.4215123,0.177405841,-0.041225214,0.058873437,0.058261049,0.30665521,-0.123403459,2.823887129
898,LP_2,h2yD5h,3.524780273,3.053936005,3.289278741,0.098996646,-0.400220598,-0.420555926,332.2517147,3.412123258,3.239135811,3.278543848,0.046905736,2.885905902,2.040685172,331.1474328,0.112657015,-0.185199806,0.010734893,0.05209091,-3.2861265,-2.461241098,1.10428195
899,LP_3,h2yD5h,3.763843536,3.086326599,3.32285117,0.128111925,0.724530417,0.88134162,1099.915678,3.469797841,3.266433468,3.34940564,0.03760862,-0.091769469,-0.632671658,1108.619495,0.294045695,-0.180106869,-0.02655447,0.090503305,0.816299885,1.514013278,-8.703817013
900,LP_4,h2yD5h,3.184608459,2.794296265,3.023550899,0.058104725,1.239803231,-0.310926154,583.5699596,3.020262378,3.002454361,3.012906109,0.004463949,-0.270330605,-0.241706474,581.4920552,0.164346081,-0.208158096,0.01064479,0.053640776,1.510133836,-0.069219681,2.077904461
901,LP_5,h2yD5h,3.586280823,3.10982132,3.383596199,0.099185445,-0.120716832,-0.26968224,754.6127052,3.509617821,3.00030742,3.361570597,0.081023289,1.166946287,-0.977646207,749.7368512,0.076663002,0.1095139,0.022025602,0.018162156,-1.287663118,0.707963967,4.875854044
902,LP_6,h2yD5h,3.50566864,2.748855591,3.090414786,0.153669893,-0.553615883,0.066593237,642.5563679,3.52008757,3.138953115,3.228573635,0.042104153,30.54552925,4.911507357,671.5494385,-0.014418929,-0.390097524,-0.138158848,0.11156574,-31.09914513,-4.84491412,-28.99307066
903,LP_7,h2yD5h,3.664981842,3.011062622,3.290917115,0.155136416,-0.883785613,0.343205226,1908.705182,3.409325747,3.085602934,3.28902961,0.075263718,-0.475435598,-0.52632114,1907.562499,0.255656095,-0.074540312,0.001887505,0.079872698,-0.408350015,0.869526366,1.142683255
904,LP_9,h2yD5h,3.797775269,2.893226624,3.23588799,0.158115556,0.540118064,0.648469082,543.7348614,3.298029635,3.113994631,3.180525704,0.032507044,1.259661231,0.748857035,534.3028318,0.499745633,-0.220768008,0.055362286,0.125608512,-0.719543167,-0.100387953,9.432029535
905,HN_1,hMHEK1,5.398963928,4.162212372,4.963432367,0.244674201,0.030311692,-0.779910201,2774.874468,5.207406761,4.874100635,4.959744318,0.085124418,,,,0.191557167,-0.711888263,0.003688048,0.159549783,,,
906,HN_2_H,hMHEK1,5.639019012,4.010715485,4.887083182,0.448708304,-0.879399964,-0.519260964,2165.118704,5.135918286,4.126359214,4.618656018,0.281868823,-0.92633259,0.328806864,2045.944821,0.503100727,-0.11564373,0.268427164,0.166839481,0.046932626,-0.848067828,119.1738826
907,HN_2_L,hMHEK1,4.338104248,3.147502899,3.858806816,0.303066968,-0.569416422,-0.44846139,783.5122337,5.103462897,2.980326589,4.500061389,0.345195426,,,,-0.765358649,0.16717631,-0.641254573,-0.042128458,,,
908,HN_3_H,hMHEK1,5.324817657,4.501098633,4.842385858,0.20902976,-0.257162657,0.927712577,566.4802189,5.009890455,4.695960938,4.822538357,0.135585239,-1.553207127,0.622990118,564.1945578,0.314927202,-0.194862306,0.019847501,0.07344452,1.29604447,0.304722459,2.285661061
909,HN_3_L,hMHEK1,4.841377258,3.871021271,4.343742837,0.220033805,-0.127224083,0.145684976,1237.924131,4.90203625,4.345075687,4.622713557,0.105990176,,,,-0.060658992,-0.474054417,-0.27897072,0.11404363,,,
910,HN_4,hMHEK1,4.771286011,4.009357452,4.354495507,0.178856139,-0.103068381,0.876120772,901.5972366,4.279802271,3.874989974,4.085238687,0.070292545,0.897424777,0.96913421,845.6306609,0.49148374,0.134367478,0.26925682,0.108563594,-1.000493157,-0.093013437,55.96657571
911,HN_5,hMHEK1,5.339477539,4.486217499,4.971698064,0.191656659,-0.53410699,-0.402092048,1491.483238,4.981474565,3.873466255,4.737816643,0.149949523,10.03565912,-2.44473513,1421.249061,0.358002974,0.612751244,0.233881421,0.041707137,-10.56976611,2.042643082,70.23417682
912,HN_6,hMHEK1,4.700366974,4.146793365,4.498084223,0.135359444,-0.306337958,-0.673720394,1327.032825,4.377222789,4.212225678,4.257969337,0.027150418,5.318356079,1.334473574,1256.087206,0.323144185,-0.065432313,0.240114886,0.108209026,-5.624694036,-2.008193968,70.94561948
913,HN_7,hMHEK1,4.51858902,3.598751068,4.084638852,0.262468137,-1.067859667,-0.214154179,939.6077518,4.494276857,3.845267813,4.137888314,0.104878043,,,,0.024312163,-0.246516745,-0.053249462,0.157590094,,,
914,HN_9,hMHEK1,4.729621887,3.655929565,4.289323244,0.244151603,-0.749441153,-0.413993551,4036.361656,4.612737778,3.853265071,4.283994104,0.105167304,-0.289307824,0.451583154,4031.271945,0.116884109,-0.197335506,0.00532914,0.138984299,-0.460133329,-0.865576704,5.089711662
915,HP_1_L,hMHEK1,4.538799286,4.12946701,4.32371055,0.102974337,-0.843144012,0.419932287,873.3966503,4.421855801,4.310196533,4.379700249,0.023126298,-0.458213661,0.069130645,884.7083025,0.116943485,-0.180729523,-0.055989699,0.079848038,-0.384930351,0.350801642,-11.31165214
916,HP_1_H,hMHEK1,4.917854309,4.08706665,4.518100611,0.262675721,-1.447180874,0.163477043,266.5037727,4.444821974,4.301219759,4.407969825,0.027172991,4.686319471,-1.959168206,260.1148926,0.473032335,-0.214153108,0.110130786,0.23550273,-6.133500345,2.122645249,6.388880149
917,HP_2,hMHEK1,4.198093414,3.336574554,3.778567189,0.216618361,-0.954704147,-0.119970108,1492.702723,3.925402287,3.557993897,3.680157904,0.09672318,0.167721132,1.103364332,1453.641054,0.272691128,-0.221419342,0.098409285,0.119895181,-1.122425279,-1.223334439,39.061669
918,HP_3_L,hMHEK1,4.331253052,3.342269897,3.861128572,0.216319572,-0.645343668,-0.219741786,3274.379335,3.945556747,3.759262422,3.890321918,0.024710975,,,,0.385696305,-0.416992524,-0.029193347,0.191608597,,,
919,HP_3_H,hMHEK1,4.398456573,3.548061371,4.038105089,0.222156232,-0.681485066,-0.449693196,585.5539875,3.922691381,3.830539481,3.872162059,0.02627825,-1.335387119,-0.198914633,561.4571161,0.475765192,-0.28247811,0.16594303,0.195877982,0.653902053,-0.250778563,24.09687139
920,HP_4,hMHEK1,4.350902557,3.928070068,4.161306029,0.103451964,-0.675400286,-0.196693355,874.00947,4.580870868,3.741393504,3.885912132,0.15447516,8.227300704,2.616582923,816.0276812,-0.22996831,0.186676564,0.275393897,-0.051023197,-8.90270099,-2.813276278,57.9817888
921,HP_5,hMHEK1,4.969272614,4.031593323,4.604073455,0.28213387,-1.253091032,-0.404408853,690.7338352,5.094411929,3.941335838,4.389895355,0.155650224,5.156161213,0.307114802,658.6312608,-0.125139315,0.090257484,0.2141781,0.126483646,-6.409252245,-0.711523654,32.10257444
922,HP_6,hMHEK1,4.824729919,4.224124908,4.557340949,0.163682322,-0.823376801,-0.353844121,820.3995571,5.18188109,4.232655832,4.431869196,0.196021858,4.819192119,2.236195669,797.5704168,-0.357151171,-0.008530924,0.125471753,-0.032339536,-5.64256892,-2.59003979,22.82914036
923,HP_7_H,hMHEK1,4.414154053,4.038204193,4.252613831,0.082149827,-0.277141217,-0.647651682,612.4643974,4.591127812,3.727670293,4.138813182,0.190009079,-0.070650537,0.32635336,595.8368058,-0.176973759,0.310533901,0.113800649,-0.107859252,-0.20649068,-0.974005042,16.62759165
924,HP_7_L,hMHEK1,4.116531372,3.175731659,3.59360472,0.325539868,-1.622765491,-0.04328621,294.6471081,4.377971907,3.296939054,3.823274674,0.270484486,,,,-0.261440535,-0.121207395,-0.229669954,0.055055383,,,
925,HP_9,hMHEK1,5.200447083,3.404285431,4.382134945,0.353261067,-0.682610556,0.038754256,4544.746506,4.526888033,4.147297617,4.358009182,0.107052315,-1.66484995,-0.063411265,4519.31104,0.673559049,-0.743012187,0.024125764,0.246208752,0.982239394,0.102165521,25.43546662
926,LN_1,hMHEK1,4.702152252,3.478031158,4.273422355,0.295321892,-0.366389478,-0.553623066,1722.558954,4.256322285,3.905961225,4.116853439,0.067061108,,,,0.445829967,-0.427930067,0.156568915,0.228260784,,,
927,LN_2,hMHEK1,4.526893616,3.520908356,4.102777084,0.243683251,-0.434473115,-0.15715261,1944.712271,4.449775188,4.027220626,4.168379091,0.154003155,,,,0.077118428,-0.50631227,-0.065602008,0.089680095,,,
928,LN_3,hMHEK1,4.386268616,2.920631409,3.77152011,0.370896837,-0.371701803,-0.454663674,1093.918783,4.451202156,3.596735719,3.805346927,0.109047575,,,,-0.06493354,-0.67610431,-0.033826817,0.261849263,,,
929,LN_4,hMHEK1,4.651412964,3.568584442,4.330784911,0.269479392,1.268112522,-1.569187959,1234.499998,4.502795292,4.281028042,4.414360636,0.056460375,,,,0.148617672,-0.712443599,-0.083575725,0.213019017,,,
930,LN_5,hMHEK1,4.346904755,3.551715851,4.015651128,0.191313376,-0.49740342,-0.621941782,662.5025005,4.163852269,3.781158564,4.014725129,0.064364709,4.911487296,-1.669793938,662.3916706,0.183052486,-0.229442713,0.000925999,0.126948667,-5.408890716,1.047852156,0.110829974
931,LN_6,hMHEK1,4.817520142,3.92848587,4.369588373,0.230322906,-1.096503346,0.142217598,1197.461233,4.959558204,4.212695151,4.557610092,0.106664479,,,,-0.142038062,-0.28420928,-0.188021719,0.123658427,,,
932,LN_7_N,hMHEK1,4.733371735,3.823280334,4.292059421,0.20078521,-0.3547532,-0.130804784,2223.32291,4.179658441,3.891107603,4.069542698,0.061276987,0.521148723,-0.656367479,2108.035338,0.553713294,-0.067827269,0.222516723,0.139508223,-0.875901923,0.525562695,115.2875719
933,LN_7_P,hMHEK1,3.982597351,3.145690918,3.588217533,0.137873039,0.469191083,0.540947339,1026.257566,4.152924173,3.918914221,4.020577296,0.041885724,,,,-0.170326822,-0.773223303,-0.432359764,0.095987316,,,
934,LN_9,hMHEK1,4.702949524,4.030620575,4.406765985,0.230244772,-1.488832095,-0.330637799,616.9936657,4.825886351,4.731567545,4.750342965,0.017766025,,,,-0.122936827,-0.70094697,-0.34357698,0.212478747,,,
935,LP_1,hMHEK1,4.098361969,3.763858795,3.885119228,0.073703716,0.161873349,0.847866088,225.2166634,4.014669335,3.868784819,3.908644151,0.056592484,-0.864262189,0.959585635,226.6189838,0.083692634,-0.104926023,-0.023524922,0.017111231,1.026135538,-0.111719546,-1.402320438
936,LP_2,hMHEK1,4.22718811,3.407627106,3.908611501,0.189650892,-0.601949095,-0.365354569,363.7282829,4.282546022,3.720032359,3.885336229,0.143543488,0.244459754,1.025012037,361.2343047,-0.055357912,-0.312405253,0.023275272,0.046107404,-0.846408849,-1.390366606,2.493978209
937,LP_3,hMHEK1,4.689544678,4.047729492,4.34883384,0.145727098,-0.542227887,0.634331018,1609.171413,4.453932262,4.228439685,4.325721047,0.0753925,-1.117829609,0.364760267,1600.551053,0.235612415,-0.180710193,0.023112793,0.070334599,0.575601722,0.269570751,8.620359997
938,LP_4,hMHEK1,4.751316071,4.239990234,4.470444455,0.129096424,-0.816491861,0.450440906,907.6404018,4.693355363,3.930834241,4.192393797,0.211592727,-1.064007687,0.452809122,851.3067854,0.057960708,0.309155993,0.278050658,-0.082496304,0.247515827,-0.002368216,56.33361647
939,LP_5,hMHEK1,4.318477631,3.664123535,4.069264102,0.142281933,-0.157718771,-0.549494432,960.4454613,4.172442284,3.832076212,4.017723089,0.07549668,-0.541015688,-0.33448605,948.188875,0.146035346,-0.167952676,0.051541013,0.066785253,0.383296917,-0.215008382,12.25658626
940,LP_6,hMHEK1,3.834014893,3.265563965,3.572864429,0.162308647,-1.287856933,-0.127728574,789.8706913,3.4084522,3.244044119,3.361067195,0.035696608,0.018646888,-1.014226027,742.8039807,0.425562692,0.021519846,0.211797234,0.126612038,-1.306503821,0.886497454,47.06671062
941,LP_7,hMHEK1,5.364830017,4.123443604,4.488288116,0.280917253,0.883677799,1.146548956,2589.461253,5.009331991,4.204433156,4.449321301,0.15504153,2.824223667,1.177832939,2567.159567,0.355498026,-0.080989552,0.038966815,0.125875723,-1.940545867,-0.031283983,22.30168616
942,LP_9,hMHEK1,4.621017456,3.985958099,4.298939835,0.158276134,-0.664900086,-0.180043597,722.3718796,4.34048857,4.048503853,4.209450816,0.081642824,-1.269340742,0.17071019,707.2759581,0.280528886,-0.062545753,0.089489019,0.07663331,0.604440657,-0.350753788,15.09592152
943,HN_1,Hx7dO,4.630588531,2.632972717,3.89217711,0.417575699,0.839737527,-1.021678562,1915.496082,4.228088178,3.646156184,3.890406891,0.055468541,,,,0.402500353,-1.013183467,0.001770218,0.362107158,,,
944,HN_2_H,Hx7dO,5.148735046,4.30815506,4.730162946,0.200321956,-0.829750467,-0.067988815,1546.708258,4.966092508,3.708363119,4.465925453,0.233774209,-0.541642407,-0.007624119,1460.400485,0.182642539,0.599791941,0.264237493,-0.033452253,-0.28810806,-0.060364695,86.30777265
945,HN_2_L,Hx7dO,4.450397491,2.409988403,3.757478379,0.492838412,0.072616606,-0.849339718,616.5557423,4.615253727,4.131439728,4.316377684,0.105388859,,,,-0.164856235,-1.721451324,-0.558899305,0.387449553,,,
946,HN_3_H,Hx7dO,4.771823883,3.917877197,4.287893468,0.224530745,-0.767906644,0.835392982,454.445062,4.457662171,3.911832157,4.135722779,0.232032763,-1.530933103,0.62221177,438.3223158,0.314161712,0.00604504,0.152170689,-0.007502018,0.763026459,0.213181212,16.12274624
947,HN_3_L,Hx7dO,3.858306885,2.592041016,3.458654381,0.330290616,0.614486811,-1.122456531,878.7526951,4.104015738,3.404237717,3.738849757,0.170161383,,,,-0.245708854,-0.812196701,-0.280195375,0.160129233,,,
948,HN_4,Hx7dO,3.336872101,2.634124756,3.006431804,0.150710338,0.108868558,-0.040394105,559.3732109,2.88786006,2.851658284,2.877313274,0.005580539,5.452866376,-0.963603508,535.1768102,0.449012041,-0.217533529,0.12911853,0.145129799,-5.343997818,0.923209402,24.1964007
949,HN_5,Hx7dO,3.568389893,3.105113983,3.336825818,0.100066574,-0.09762723,0.03056491,850.964407,3.417907217,3.205343262,3.250832531,0.043181676,2.464373693,1.637996101,828.9913969,0.150482675,-0.100229278,0.085993287,0.056884899,-2.562000923,-1.60743119,21.97301004
950,HN_6,Hx7dO,3.170417786,2.608810425,2.911678768,0.113075773,-0.258377018,0.37753984,730.7731247,2.958936076,2.73110701,2.850260035,0.05196675,-0.588986912,-0.371590001,715.4251486,0.211481709,-0.122296585,0.061418734,0.061109023,0.330609894,0.749129841,15.34797606
951,HN_7,Hx7dO,3.631298065,2.646942139,3.186607957,0.224119095,-0.474546735,-0.228591461,608.7106285,3.784164201,3.154960294,3.26414367,0.061428241,,,,-0.152866136,-0.508018155,-0.077535713,0.162690853,,,
952,HN_9,Hx7dO,3.914894104,2.79675293,3.370183352,0.269620764,-0.976516411,0.087650091,2568.012936,3.849588371,3.074086025,3.32044558,0.167653677,-0.356894614,0.955412403,2530.225221,0.065305733,-0.277333095,0.049737772,0.101967087,-0.619621797,-0.867762312,37.78771487
953,HP_1_L,Hx7dO,3.391246796,2.887874603,3.165534319,0.141106332,-1.168241284,-0.150237178,642.5130596,3.283722482,3.05331995,3.202330905,0.03158216,5.074604865,-0.766479332,650.0865856,0.107524313,-0.165445347,-0.036796586,0.109524172,-6.242846149,0.616242155,-7.573525996
954,HP_1_H,Hx7dO,3.594726563,2.969116211,3.303663427,0.133780338,-0.097457625,-0.448522182,178.2362061,3.278859078,3.153729084,3.191624065,0.026882372,0.899636509,0.73470364,172.3242512,0.315867485,-0.184612873,0.112039363,0.106897965,-0.997094134,-1.183225822,5.911954877
