,simuli_name_1,Participant,avg_max,avg_min,avg_mean,avg_std,avg_kurtosis,avg_skewness,avg_auc,corr_max,corr_min,corr_mean,corr_std,corr_kurtosis,corr_skewness,corr_auc,diff_max,diff_min,diff_mean,diff_std,diff_kurtosis,diff_skewness,diff_auc
246,HP_7_H,CoQmx,3.668258667,2.537200928,3.211104455,0.207230354,0.366134448,0.114862833,340.0154934,3.358864397,2.902727631,3.234132102,0.054556387,10.93770636,-2.054044309,342.7896257,0.30939427,-0.365526703,-0.023027646,0.152673967,-10.57157191,2.168907142,-2.774132336
247,HP_7_L,CoQmx,3.477108002,2.830505371,3.149778917,0.17487539,-0.869491157,0.046283851,280.1812401,3.444724593,3.037355243,3.179456313,0.108977495,,,,0.032383409,-0.206849871,-0.029677396,0.065897895,,,
248,HP_9,CoQmx,3.399482727,2.411296844,3.079827087,0.139049866,0.514371028,-0.488013871,3132.130502,3.166998497,2.95094402,3.076895486,0.050335488,-0.566722451,-0.840573335,3129.180203,0.23248423,-0.539647176,0.002931601,0.088714378,1.081093478,0.352559464,2.950298576
249,LN_1,CoQmx,3.835884094,2.730236053,3.532788856,0.188698381,3.844570546,-1.835593442,1508.809229,3.582491451,3.320638866,3.520215025,0.033648314,,,,0.253392644,-0.590402812,0.012573831,0.155050066,,,
250,LN_2,CoQmx,3.694328308,2.642181396,3.229868488,0.204449896,0.053576708,-0.34581845,1524.717596,3.553629511,3.157450629,3.311077466,0.127974094,,,,0.140698797,-0.515269233,-0.081208978,0.076475802,,,
251,LN_3,CoQmx,3.399848938,2.66468811,3.121423568,0.145300449,1.295626475,-1.01774704,811.6454201,3.35259185,2.949370583,3.114701463,0.058160826,,,,0.047257088,-0.284682473,0.006722104,0.087139624,,,
252,LN_4,CoQmx,4.021469116,2.715652466,3.371674556,0.258564725,0.090538233,-0.403714658,711.4830303,3.537254016,2.894225757,3.391879173,0.076547491,,,,0.4842151,-0.178573291,-0.020204618,0.182017233,,,
253,LN_5,CoQmx,3.608516693,2.777896881,3.298578398,0.175853049,0.612768368,-0.787261258,600.4433384,3.616363672,3.16630886,3.351469283,0.081555214,0.920597789,0.344604316,609.9896499,-0.007846979,-0.388411979,-0.052890885,0.094297835,-0.307829421,-1.131865575,-9.546311487
254,LN_6,CoQmx,4.442565918,3.0102005,3.822427921,0.43311043,-1.306259426,-0.428616559,802.9573421,4.40404492,3.761851414,3.80826313,0.093402315,,,,0.038520998,-0.751650914,0.014164792,0.339708116,,,
255,LN_7_N,CoQmx,4.369873047,3.083740234,3.820869208,0.240218223,-0.184552687,0.00515763,1608.860482,3.908414892,3.320030098,3.56441974,0.113363786,-0.13872339,0.061298423,1500.516619,0.461458155,-0.236289864,0.256449468,0.126854437,-0.045829297,-0.056140793,108.3438628
256,LN_7_P,CoQmx,3.195266724,2.231945038,2.915250501,0.169630508,1.984877273,-1.101281387,699.8020477,3.974872058,3.122618319,3.456763421,0.100555252,,,,-0.779605335,-0.890673281,-0.541512919,0.069075256,,,
257,LN_9,CoQmx,4.322223663,2.586811066,3.872264395,0.500632736,0.570601716,-1.27277829,376.0528259,3.949013596,3.523584025,3.808348346,0.109501552,,,,0.373210067,-0.936772959,0.063916049,0.391131184,,,
258,LP_1,CoQmx,3.496528625,2.952671051,3.162735958,0.095233397,1.72404281,0.775631371,158.1550846,3.212990471,3.138615457,3.152998277,0.015977234,2.585036968,1.617115949,157.6511219,0.283538154,-0.185944406,0.009737681,0.079256162,-0.860994158,-0.841484578,0.503962743
259,LP_2,CoQmx,3.35503006,2.899707794,3.176148155,0.105327428,0.22122216,-0.601007391,346.2672806,3.290609192,2.972361945,3.063508025,0.06184358,5.79580072,2.286414958,333.9517373,0.064420867,-0.072654151,0.11264013,0.043483848,-5.57457856,-2.887422349,12.31554323
260,LP_3,CoQmx,3.279632568,2.141571045,2.941155371,0.182198442,1.721647217,-1.066484197,714.7910862,3.025399051,2.804917693,2.914888899,0.063674975,-1.252646203,-0.062088558,708.3723938,0.254233518,-0.663346648,0.026266472,0.118523467,2.97429342,-1.004395639,6.418692385
261,LP_4,CoQmx,3.204315186,2.207504272,2.849801898,0.151294255,2.782910548,-1.042255905,453.1235847,2.968268621,2.616446863,2.91429427,0.054641103,12.9226706,-2.943872815,463.4929752,0.236046564,-0.40894259,-0.064492372,0.096653152,-10.13976005,1.90161691,-10.36939042
262,LP_5,CoQmx,3.382713318,2.780601501,3.088751734,0.153096048,-1.00877144,-0.425271731,741.4486256,3.154161062,2.889412466,3.081482946,0.056593552,0.504632551,-1.144087611,739.6537484,0.228552256,-0.108810964,0.007268788,0.096502497,-1.513403991,0.71881588,1.794877175
263,LP_6,CoQmx,3.032962799,2.670856476,2.903944374,0.073991821,0.575950317,-0.96750467,662.0555058,3.042193709,2.821083249,2.911096026,0.043742688,1.572830512,0.213387097,663.6600243,-0.00923091,-0.150226773,-0.007151652,0.030249133,-0.996880196,-1.180891767,-1.60451858
264,LP_7,CoQmx,3.829486847,2.526161194,3.249804737,0.202014431,0.217579618,0.207978357,1897.667697,3.654444553,3.090254376,3.271059205,0.116945926,1.372360881,0.898496966,1910.211902,0.175042293,-0.564093182,-0.021254467,0.085068505,-1.154781263,-0.690518609,-12.54420577
265,LP_9,CoQmx,3.776634216,2.672496796,3.147148493,0.267123774,-1.000631066,-0.363377518,462.8801632,3.402203759,2.693495931,3.045983475,0.139555117,0.354535891,0.003458855,448.0215904,0.374430457,-0.020999135,0.101165018,0.127568657,-1.355166957,-0.366836373,14.85857275
266,HN_1,Cr1sTi,4.530506134,3.511917114,4.21626284,0.197759846,1.950160287,-1.506763668,2167.303808,4.487610293,4.001823302,4.221208667,0.092915916,,,,0.042895841,-0.489906187,-0.004945827,0.10484393,,,
267,HN_2_H,Cr1sTi,5.046730042,4.352012634,4.740505125,0.147551264,-0.786338278,-0.068156224,1938.913433,4.94890165,4.241286451,4.547553166,0.176825651,-0.109074792,0.689283254,1859.837852,0.097828392,0.110726183,0.192951959,-0.029274387,-0.677263485,-0.757439478,79.07558119
268,HN_2_L,Cr1sTi,4.470558167,3.187187195,4.036353091,0.360503526,-0.187676687,-1.024165353,771.0684319,4.562102058,4.358108738,4.443204156,0.056442093,,,,-0.091543891,-1.170921543,-0.406851065,0.304061434,,,
269,HN_3_H,Cr1sTi,5.011543274,4.786197662,4.887233701,0.057871425,-1.052231888,0.227084525,552.2304459,4.986851266,4.383133923,4.651921852,0.263369099,-1.725935292,0.445840224,525.616972,0.024692008,0.403063739,0.235311849,-0.205497674,0.673703404,-0.218755699,26.61347387
270,HN_3_L,Cr1sTi,4.641384125,3.435153961,4.259792918,0.280218446,1.203463298,-1.378211217,1069.410337,4.602279158,3.789030478,4.29705572,0.141349765,,,,0.039104966,-0.353876517,-0.037262802,0.138868681,,,
271,HN_4,Cr1sTi,4.180465698,3.357498169,3.885872705,0.18185098,0.506474227,-1.094333162,757.6141796,3.836043107,3.718227519,3.785108458,0.016475144,4.8161864,-0.874036356,738.1034652,0.344422591,-0.36072935,0.100764246,0.165375836,-4.309712173,-0.220296806,19.51071441
272,HN_5,Cr1sTi,4.311134338,3.553833008,3.938537017,0.153615515,-0.803450675,-0.184881157,1082.855135,4.001472438,3.538398482,3.897519722,0.055477196,15.44859481,-2.97821075,1071.829255,0.3096619,0.015434525,0.041017295,0.098138318,-16.25204548,2.793329594,11.02587983
273,HN_6,Cr1sTi,3.715106964,3.0701828,3.395788776,0.155347287,-1.018032214,0.0614426,984.799345,3.458086135,3.301265438,3.393429848,0.034106558,-0.450631761,-0.294567815,984.1042038,0.257020829,-0.231082638,0.002358928,0.121240729,-0.567400453,0.356010416,0.695141227
274,HN_7,Cr1sTi,4.243934631,3.398498535,3.910700301,0.228689132,-0.583357777,-0.770157062,829.1403751,4.295439201,3.624751139,3.947109036,0.12125043,,,,-0.05150457,-0.226252604,-0.036408735,0.107438702,,,
275,HN_9,Cr1sTi,4.250083923,3.068813324,3.655521224,0.262929227,-0.924037348,0.148886234,2968.332483,4.134848865,3.207528757,3.645671047,0.151200576,-0.596297257,0.8217896,2960.354862,0.115235058,-0.138715433,0.009850177,0.111728651,-0.327740092,-0.672903366,7.977620847
276,HP_1_L,Cr1sTi,3.956230164,3.150905609,3.519114851,0.190248979,-0.350760703,0.389601723,685.9599527,3.756668296,3.338956184,3.612559387,0.073176713,2.441852586,-0.821065492,704.4348164,0.199561867,-0.188050575,-0.093444536,0.117072266,-2.792613288,1.210667216,-18.4748637
277,HP_1_H,Cr1sTi,4.020946503,3.264877319,3.822759796,0.213330266,0.909251675,-1.542724626,213.9575157,3.789251963,3.524360021,3.662369702,0.049015514,0.312923401,-0.034332117,205.0668149,0.231694539,-0.259482702,0.160390094,0.164314751,0.596328273,-1.508392509,8.890700854
278,HP_2,Cr1sTi,4.044006348,3.583877563,3.826978344,0.100893939,-0.6855194,-0.048141752,1523.212332,3.85013341,3.706296497,3.765490908,0.034898772,0.284051709,0.986059035,1498.684831,0.193872937,-0.122418933,0.061487436,0.065995167,-0.969571109,-1.034200787,24.52750127
279,HP_3_L,Cr1sTi,4.122203827,3.028308868,3.704094434,0.213571101,0.596984447,-0.791743631,2892.994837,3.775066561,3.596931668,3.70047515,0.038770818,,,,0.347137266,-0.5686228,0.003619284,0.174800282,,,
280,HP_3_H,Cr1sTi,4.019832611,3.151481628,3.687477112,0.237843772,-0.843145505,-0.560226247,453.4581089,3.752294892,3.587067885,3.710740008,0.041727934,1.588826051,-1.615417481,456.4067855,0.267537719,-0.435586257,-0.023262896,0.196115839,-2.431971556,1.055191234,-2.948676621
281,HP_4,Cr1sTi,3.933055878,3.315597534,3.713324099,0.122080578,1.337296725,-1.197657633,724.0087452,3.838604745,3.693448666,3.721313657,0.030642418,3.452879106,1.776580601,725.6357133,0.094451133,-0.377851132,-0.007989558,0.09143816,-2.115582381,-2.974238235,-1.626968094
282,HP_5,Cr1sTi,4.103874207,3.704967499,3.903943731,0.081500359,-0.278001171,0.272356551,546.5379295,4.088221754,3.663757465,3.83387678,0.047488912,11.72863033,1.739326418,536.7370516,0.015652452,0.041210034,0.070066951,0.034011447,-12.0066315,-1.466969867,9.800877907
283,HP_6,Cr1sTi,4.24539566,3.40328598,3.908094239,0.193223846,0.316551222,-0.70912418,664.4368954,4.111374154,3.735218893,3.851868521,0.128908557,-0.561131878,0.931163413,654.6953948,0.134021506,-0.331932913,0.056225718,0.064315289,0.8776831,-1.640287593,9.741500527
284,HP_7_H,Cr1sTi,3.515712738,2.927341461,3.243744823,0.139497191,-0.582760162,0.003299138,450.9119682,3.331697949,3.10494834,3.204937913,0.049000174,-0.41046047,-0.126102911,445.4628829,0.184014789,-0.177606879,0.03880691,0.090497017,-0.172299692,0.129402049,5.449085345
285,HP_7_L,Cr1sTi,3.491546631,2.763179779,3.076334,0.2031775,-0.898345327,0.300621492,236.5801163,3.221836197,2.886798105,3.15105092,0.079939998,,,,0.269710434,-0.123618326,-0.07471692,0.123237502,,,
286,HP_9,Cr1sTi,3.953567505,2.896053314,3.434935354,0.185033378,-0.254579452,-0.28952179,3380.001087,3.703282214,3.153084923,3.427163827,0.07443988,1.439234702,0.485459077,3372.325226,0.250285291,-0.257031609,0.007771527,0.110593498,-1.693814155,-0.774980867,7.675860848
287,LN_1,Cr1sTi,4.474327087,3.606010437,4.117969093,0.188780045,0.28674212,-0.784919896,1453.758005,4.299742922,4.110475183,4.224744012,0.028932902,,,,0.174584165,-0.504464746,-0.10677492,0.159847143,,,
288,LN_2,Cr1sTi,4.19379425,3.090652466,3.528219534,0.270676356,-0.709530235,0.61554646,1488.841057,4.23356045,3.308710499,3.72440572,0.315962805,,,,-0.0397662,-0.218058033,-0.196186186,-0.045286448,,,
289,LN_3,Cr1sTi,3.994888306,2.801700592,3.582966189,0.270717136,1.58716551,-1.40299937,967.5065594,3.761280975,3.498645692,3.549689905,0.031676392,,,,0.233607331,-0.6969451,0.033276284,0.239040744,,,
290,LN_4,Cr1sTi,4.176689148,3.5119133,3.853144042,0.14372595,-0.634181014,-0.14337473,920.9953537,4.002223293,3.925859572,3.960349927,0.019753436,,,,0.174465855,-0.413946272,-0.107205885,0.123972514,,,
291,LN_5,Cr1sTi,3.67370224,2.375743866,3.208707252,0.306843807,0.799970338,-1.115976392,622.3538704,3.62468422,3.073082229,3.327393699,0.119233598,0.1687091,-1.077360611,645.4482213,0.04901802,-0.697338364,-0.118686447,0.187610209,0.631261239,-0.038615781,-23.09435088
292,LN_6,Cr1sTi,4.493286133,3.346733093,4.070644767,0.285352328,-0.248643721,-0.920742902,956.91292,4.365095002,3.991358649,4.141582337,0.092361029,,,,0.128191131,-0.644625555,-0.07093757,0.192991299,,,
293,LN_7_N,Cr1sTi,4.561767578,3.40246582,3.992148799,0.231961049,-0.432226698,-0.033364409,1792.631215,4.16716065,3.886858394,4.009690299,0.081409305,-1.213663223,0.222584204,1800.388813,0.394606928,-0.484392574,-0.0175415,0.150551744,0.781436524,-0.255948613,-7.757598207
294,LN_7_P,Cr1sTi,3.837741852,3.124588013,3.602310327,0.14027019,2.617770433,-1.498367823,936.6355648,4.168999925,3.821455252,3.937760982,0.057023201,,,,-0.331258074,-0.696867239,-0.335450655,0.083246989,,,
295,LN_9,Cr1sTi,4.247276306,3.502758026,3.809789839,0.228207266,-1.435372908,0.233565226,476.1676044,4.374324275,4.097910355,4.316378426,0.064671622,,,,-0.127047969,-0.595152329,-0.506588587,0.163535644,,,
296,LP_1,Cr1sTi,4.115016937,3.845928192,3.973255021,0.060702987,-0.441365553,-0.23827732,218.4995117,4.000476115,3.881752085,3.957240538,0.041619555,-1.35675711,-0.528275729,217.6522936,0.114540822,-0.035823893,0.016014483,0.019083432,0.915391557,0.289998409,0.847218095
297,LP_2,Cr1sTi,4.104885101,3.51990509,3.849326833,0.145903005,-0.988763335,-0.178763482,400.4532433,4.015704231,3.669468684,3.803150048,0.121990283,-1.241524036,0.615572472,395.4532561,0.08918087,-0.149563593,0.046176785,0.023912722,0.252760701,-0.794335954,4.99998715
298,LP_3,Cr1sTi,3.971389771,3.394691467,3.695506865,0.127397269,-0.876444272,0.018876978,1219.508823,3.811993366,3.673524652,3.709651204,0.028085511,3.035809124,1.694486989,1224.187027,0.159396404,-0.278833184,-0.014144338,0.099311758,-3.912253396,-1.675610012,-4.678204011
299,LP_4,Cr1sTi,3.965957642,3.291419983,3.614670226,0.166251041,-0.863742278,-0.397627669,643.3871822,3.591679995,3.369677488,3.547621071,0.03269419,12.13483787,-2.724488759,631.5484982,0.374277647,-0.078257505,0.067049155,0.133556852,-12.99858014,2.32686109,11.83868407
300,LP_5,Cr1sTi,3.825801849,3.082466125,3.521796904,0.163775529,0.1806779,-0.983387138,774.9451885,3.660593717,3.03619521,3.490776061,0.129920406,2.335303342,-1.608821067,767.9804095,0.165208133,0.046270915,0.031020843,0.033855123,-2.154625442,0.625433929,6.964779021
301,LP_6,Cr1sTi,3.676437378,2.939865112,3.254352376,0.145201765,0.930940301,0.913049735,637.4793224,3.564510378,3.186713018,3.320758841,0.050926052,2.806320003,-0.673405421,650.7327289,0.111927,-0.246847906,-0.066406465,0.094275713,-1.875379702,1.586455157,-13.25340646
302,LP_7,Cr1sTi,3.867053986,3.042800903,3.490052504,0.159416512,-0.519090239,0.006884145,2020.545268,3.657945936,3.376829221,3.527924371,0.066722905,-1.050562081,0.084423611,2042.599876,0.209108049,-0.334028317,-0.037871867,0.092693607,0.531471842,-0.077539467,-22.05460815
303,LP_9,Cr1sTi,3.784912109,3.105796814,3.476103496,0.199167509,-0.991401899,-0.351094534,563.2539539,3.577025367,3.100812609,3.411595474,0.093147212,2.304582968,-1.668223182,552.7969223,0.207886743,0.004984205,0.064508022,0.106020296,-3.295984867,1.317128649,10.4570316
304,HN_1,D9Hh9,5.051528931,3.318225861,4.472927312,0.416663207,0.168393856,-0.999022304,2415.714907,4.780021975,4.371893489,4.463953146,0.074184335,,,,0.271506956,-1.053667628,0.008974166,0.342478872,,,
305,HN_2_H,D9Hh9,4.847606659,3.088951111,3.672832053,0.465056887,0.571219444,1.177837161,1601.023493,5.162764687,1.666509213,3.572698593,0.381353626,3.903536994,0.455281749,1557.395023,-0.315158028,1.422441898,0.100133459,0.083703262,-3.33231755,0.722555412,43.6284694
306,HN_2_L,D9Hh9,3.534294128,2.501823425,3.067499957,0.265717668,-0.29003969,-0.543113631,555.3923206,3.641986223,2.934669134,3.387537242,0.160800196,,,,-0.107692094,-0.432845708,-0.320037285,0.104917473,,,
307,HN_3_H,D9Hh9,4.487815857,3.313755035,3.780632525,0.329873144,-0.345474045,0.824837847,423.068285,4.305544792,3.797854821,4.048980816,0.202328318,-1.731027387,0.451123083,453.4435957,0.182271065,-0.484099786,-0.268348291,0.127544826,1.385553343,0.373714764,-30.37531076
308,HN_3_L,D9Hh9,4.590736389,2.660984039,3.826390229,0.546539814,-0.644484478,-0.77258944,968.3962154,3.931155226,3.394157112,3.762930804,0.177301863,,,,0.659581163,-0.733173073,0.063459425,0.369237951,,,
309,HN_4,D9Hh9,4.385139465,3.499774933,4.141110186,0.223986027,0.616255897,-1.290171233,873.9804344,3.842675279,3.817553465,3.826134815,0.010427954,-1.142582182,0.766113593,807.3104186,0.542464187,-0.317778532,0.314975371,0.213558073,1.758838079,-2.056284826,66.67001579
310,HN_5,D9Hh9,4.626152039,3.885623932,4.316513049,0.16469146,-0.812700678,-0.268777422,1294.976606,4.361574199,3.756201471,4.128740538,0.178294518,-0.958767914,-0.9066988,1238.689908,0.26457784,0.129422461,0.187772511,-0.013603057,0.146067236,0.637921377,56.28669805
311,HN_6,D9Hh9,3.52703476,2.699707031,2.889998946,0.166943836,3.655513055,1.804677295,866.7712708,3.24248034,2.631007351,2.899342533,0.077991933,2.238579522,0.478981283,869.8144437,0.284554419,0.06869968,-0.009343587,0.088951902,1.416933533,1.325696012,-3.0431729
312,HN_7,D9Hh9,4.311855316,2.557243347,3.504786908,0.524649908,-1.197548213,-0.143280654,743.0633011,3.875773591,2.523250841,3.585874587,0.245277484,,,,0.436081726,0.033992507,-0.081087679,0.279372424,,,
313,HN_9,D9Hh9,4.514144897,2.994403839,3.717749664,0.364199288,-0.829168711,0.227341617,3591.546435,4.543917418,3.320515973,3.706137489,0.198856651,-0.613709099,0.987505997,3580.23434,-0.02977252,-0.326112134,0.011612176,0.165342638,-0.215459612,-0.76016438,11.31209486
314,HP_1_L,D9Hh9,3.321548462,2.457374573,2.861451579,0.155090437,0.36886647,0.609802746,546.4675643,3.6161304,2.843904652,3.215713954,0.18748273,-0.867208518,0.290271822,614.1993167,-0.294581938,-0.386530079,-0.354262374,-0.032392293,1.236074987,0.319530924,-67.73175244
315,HP_1_H,D9Hh9,4.510753632,2.786418915,3.59108728,0.716813109,-1.765800198,0.175768148,218.857029,3.554443026,2.897917312,3.398592113,0.107314605,6.451926263,-1.539650195,207.3125344,0.956310606,-0.111498397,0.192495167,0.609498504,-8.217726461,1.715418343,11.54449454
316,HP_2,D9Hh9,4.46446991,2.846786499,3.687501623,0.42634452,-1.098800818,-0.188199036,1556.189205,3.780458696,3.419750742,3.544525066,0.094386664,-0.298939338,0.982483588,1495.743832,0.684011214,-0.572964243,0.142976558,0.331957856,-0.79986148,-1.170682624,60.4453734
317,HP_3_L,D9Hh9,4.065429688,2.380062103,3.090051761,0.365961884,-0.185090852,0.588947591,2577.278578,3.360328742,2.680918245,3.150375585,0.180384529,,,,0.705100945,-0.300856142,-0.060323823,0.185577356,,,
318,HP_3_H,D9Hh9,3.894767761,3.142986298,3.553418905,0.209947932,-0.95219689,-0.068312066,451.223444,3.267212986,2.75029497,3.167423845,0.129574531,2.213573689,-1.915617496,402.2284396,0.627554775,0.392691328,0.38599506,0.080373401,-3.165770579,1.847305429,48.99500441
319,HP_4,D9Hh9,3.254650116,2.81036377,3.036374398,0.127117097,-1.294460278,-0.117919927,622.5061302,3.102236592,2.854555451,3.008307984,0.055379855,0.692286055,-1.101239358,616.6687892,0.152413524,-0.044191681,0.028066413,0.071737242,-1.986746333,0.983319431,5.837341003
320,HP_5,D9Hh9,4.002990723,3.592147827,3.809905798,0.113056926,-1.369759513,-0.22786364,556.4207096,3.839831504,3.560722295,3.703997355,0.054869955,-0.337004379,-0.406872241,540.868128,0.163159219,0.031425533,0.105908443,0.058186971,-1.032755134,0.179008601,15.55258158
321,HP_6,D9Hh9,3.890365601,3.186393738,3.694768023,0.169026113,0.757004738,-1.143587308,587.5121517,4.648324785,3.32464387,3.530965214,0.179112299,21.15868753,4.085322699,561.4238348,-0.757959184,-0.138250132,0.16380281,-0.010086186,-20.40168279,-5.228910007,26.08831692
322,HP_7_H,D9Hh9,3.772129059,3.122650146,3.597265711,0.155390551,0.554533234,-1.191714205,539.9401054,3.944806764,2.816907255,3.474124366,0.178895311,1.437726056,0.249977645,521.0345801,-0.172677705,0.305742892,0.123141345,-0.02350476,-0.883192823,-1.44169185,18.90552537
323,HP_7_L,D9Hh9,3.266345978,2.536720276,2.926751158,0.26454463,-1.626353567,-0.29871279,260.5354214,3.338633464,2.972762519,3.148284074,0.082642171,,,,-0.072287486,-0.436042243,-0.221532916,0.181902459,,,
324,HP_9,D9Hh9,3.749847412,2.539859772,3.078464623,0.288291674,-0.680564776,0.215497187,3229.148572,3.23049385,2.920312402,3.077710416,0.069927696,-0.168718923,-1.118190115,3228.493879,0.519353562,-0.380452631,0.000754207,0.218363978,-0.511845852,1.333687302,0.654693145
325,LN_1,D9Hh9,3.337528229,2.303039551,2.880344785,0.212281672,1.207043999,-0.577511746,1169.701847,2.990340415,2.892250836,2.979258053,0.016224995,,,,0.347187814,-0.589211285,-0.098913268,0.196056677,,,
326,LN_2,D9Hh9,4.163520813,3.178565979,3.673936957,0.249012874,-0.550595343,0.036362726,1855.260553,3.872884624,3.529829126,3.675082057,0.096574854,,,,0.290636189,-0.351263147,-0.0011451,0.15243802,,,
327,LN_3,D9Hh9,4.180973053,2.336894989,3.520456804,0.554503565,-0.654164785,-0.730781476,1038.629875,4.487981138,3.364803256,3.572657122,0.158176937,,,,-0.307008085,-1.027908267,-0.052200318,0.396326628,,,
328,LN_4,D9Hh9,3.604301453,2.907951355,3.387202356,0.175661309,0.42610223,-1.130590007,972.3224258,3.674449247,3.27765035,3.495020137,0.090198568,,,,-0.070147794,-0.369698995,-0.107817782,0.085462741,,,
329,LN_5,D9Hh9,3.782756805,2.695960999,3.37346901,0.269686518,-0.140372647,-0.844771243,681.3596878,3.456851186,3.284221971,3.373303439,0.037712959,-0.284530162,0.656369824,681.3795142,0.325905619,-0.588260972,0.000165571,0.23197356,0.144157515,-1.501141067,-0.01982635
330,LN_6,D9Hh9,3.890705109,2.823848724,3.478256058,0.261985001,0.433651128,-1.039357584,946.178833,3.565847245,3.229513785,3.371626463,0.082499809,,,,0.324857864,-0.405665061,0.106629595,0.179485193,,,
331,LN_7_N,D9Hh9,4.286876678,2.699832916,3.537634211,0.497886539,-1.468396542,0.068998365,1623.822884,3.462650659,2.969153671,3.367883492,0.068550385,10.55548031,-2.712417693,1545.840071,0.824226019,-0.269320755,0.169750719,0.429336155,-12.02387685,2.781416058,77.98281254
332,LN_7_P,D9Hh9,3.187698364,2.331176758,2.720147382,0.187262261,0.35899051,0.247189651,748.1944122,3.726263133,3.237078761,3.345266797,0.091407881,,,,-0.538564769,-0.905902004,-0.625119415,0.095854381,,,
333,LN_9,D9Hh9,3.603870392,2.66676712,3.260379105,0.290242083,-0.556525298,-0.817069926,485.9292946,3.825788438,3.306691354,3.539742003,0.17109582,,,,-0.221918046,-0.639924233,-0.279362898,0.119146263,,,
334,LP_1,D9Hh9,4.099693298,3.877635956,3.958173526,0.057159116,-0.099586386,0.904652987,229.6521358,3.90323524,3.79414025,3.841112243,0.027137677,0.650898434,0.636152213,222.8142679,0.196458058,0.083495706,0.117061283,0.030021439,-0.75048482,0.268500774,6.837867915
335,LP_2,D9Hh9,4.199962616,2.764019012,3.419618283,0.450046696,-1.373365317,-0.023191945,358.9975471,4.104845301,2.848556405,3.412004276,0.422214414,-1.676717029,0.218387377,358.3041574,0.095117315,-0.084537393,0.007614006,0.027832282,0.303351711,-0.241579322,0.693389785
336,LP_3,D9Hh9,3.790729523,1.918563843,3.057553866,0.330857992,-0.14842536,0.542466279,828.4209213,3.246497241,2.923272291,3.07920385,0.113489977,-1.638854439,0.222014147,834.4491365,0.544232281,-1.004708448,-0.021649984,0.217368015,1.490429079,0.320452132,-6.028215191
337,LP_4,D9Hh9,3.464492798,2.977729797,3.212916602,0.124698046,-0.854645966,0.142465925,655.4204731,3.287215218,2.913078331,3.213970556,0.082296871,1.39391365,-1.352416137,655.6685938,0.17727758,0.064651466,-0.001053954,0.042401175,-2.248559617,1.494882061,-0.24812075
338,LP_5,D9Hh9,3.918106079,3.43605423,3.711071193,0.125663653,-0.638558906,-0.757369018,868.5689754,3.758276997,3.46553259,3.626547952,0.069081058,-0.743055475,-0.488450482,848.6339141,0.159829082,-0.029478361,0.084523241,0.056582594,0.104496569,-0.268918536,19.93506139
339,LP_6,D9Hh9,3.703727722,2.873245239,3.331430057,0.222384445,-0.905536001,-0.319364916,719.6305771,3.495399071,3.002127969,3.115425751,0.041458769,31.34444188,4.146724756,672.9982829,0.208328652,-0.12888273,0.216004307,0.180925676,-32.24997788,-4.466089672,46.6322942
340,LP_7,D9Hh9,4.312664032,2.864246368,3.666935072,0.369459052,-0.864639497,-0.228962548,2262.604342,4.013807258,2.318084353,3.582030723,0.209152542,5.594545986,-0.796160675,2210.068096,0.298856774,0.546162015,0.084904349,0.16030651,-6.459185483,0.567198127,52.53624558
341,LP_9,D9Hh9,3.833744049,3.099693298,3.509121508,0.212499135,-1.098702682,-0.305302623,610.7334614,3.808932346,3.278095652,3.378038932,0.097355299,9.628432199,3.10432365,587.7465239,0.024811703,-0.178402354,0.131082576,0.115143836,-10.72713488,-3.409626273,22.98693743
342,HN_1,EJOiBs,4.908664703,2.706733704,4.235860947,0.597455062,-0.037069339,-1.059228357,2512.398632,4.605460178,3.857170525,4.225760969,0.167613715,,,,0.303204526,-1.150436821,0.010099977,0.429841347,,,
343,HN_2_H,EJOiBs,5.1170578,4.139160156,4.647315654,0.245421634,-1.178202689,-0.246725422,2012.334736,5.045862106,3.952101891,4.297311356,0.230558494,3.131746585,1.630232811,1860.448569,0.071195695,0.187058266,0.350004297,0.014863141,-4.309949274,-1.876958233,151.8861665
344,HN_2_L,EJOiBs,4.139160156,2.856109619,3.493833705,0.350376477,-0.896244958,-0.083626182,730.2041969,4.319226632,4.123256533,4.210766089,0.058211359,,,,-0.180066476,-1.267146914,-0.716932383,0.292165118,,,
345,HN_3_H,EJOiBs,4.437412262,3.924991608,4.084471269,0.138003576,0.25595142,1.226495519,490.0126629,4.300821958,3.906392099,4.062457746,0.177638482,-1.633105955,0.582246282,487.4437415,0.136590304,0.018599509,0.022013523,-0.039634906,1.889057375,0.644249237,2.568921359
346,HN_3_L,EJOiBs,3.988452911,2.842311859,3.573056869,0.292891209,-0.402115627,-0.787476529,1043.50374,4.001695441,3.394783102,3.744588442,0.14828945,,,,-0.013242529,-0.552471243,-0.171531573,0.144601759,,,
347,HN_4,EJOiBs,3.896095276,3.202812195,3.465177338,0.186213323,-0.584087117,0.768221045,731.0609779,3.759916311,3.206076247,3.28085871,0.08770714,3.34748739,1.342445583,692.2233083,0.136178965,-0.003264053,0.184318628,0.098506183,-3.931574507,-0.574224539,38.83766966
348,HN_5,EJOiBs,4.046379089,3.706306458,3.919008299,0.058004918,2.143384609,-1.058828539,1175.75952,4.071442275,3.658563626,3.7848068,0.087780695,-0.443906093,0.563816192,1135.529952,-0.025063186,0.047742832,0.1342015,-0.029775777,2.587290702,-1.622644731,40.22956807
