Participant,Video,Modality,RMSE,NRMSE
A5feTy,HN_3_L,Fusion,0.12698966061229477,0.08360748987397598
A5feTy,HN_3_H,Fusion,0.1528263537996024,0.10061785948689948
A5feTy,HN_4,Fusion,0.2140899533315298,0.14095260605455062
A5feTy,HN_5,Fusion,0.1709058189523434,0.11252102303892766
A5feTy,HN_6,Fusion,0.12929984601002592,0.08512847041141916
A5feTy,HN_7,Fusion,0.17790021330191988,0.11712599443531702
A5feTy,HP_1_H,Fusion,0.16551178874437472,0.10896969985388877
A5feTy,HP_1_L,Fusion,0.14160177823403078,0.09322782014500877
A5feTy,HP_2,Fusion,0.13782001947251557,0.09073798470616525
A5feTy,HP_3_L,Fusion,0.11910165084663514,0.07841417969873514
A5feTy,HP_3_H,Fusion,0.14063232336376982,0.09258955016414726
A5feTy,HP_4,Fusion,0.1593763076879178,0.1049302200424904
A5feTy,HP_5,Fusion,0.17232334231413873,0.11345429248421943
A5feTy,HP_6,Fusion,0.15950981167015318,0.10501811643333878
A5feTy,HP_7_L,Fusion,0.1416162015447959,0.09323731616856636
A5feTy,HP_7_H,Fusion,0.15104446337785063,0.09944469795016629
A5feTy,LN_1,Fusion,0.12378668348611913,0.08149871285738965
A5feTy,LN_2,Fusion,0.18780107809744173,0.12364452869349153
A5feTy,LN_3,Fusion,0.2618263155094819,0.17238128613897608
A5feTy,LN_4,Fusion,0.11376938283932297,0.07490351952941805
A5feTy,LN_5,Fusion,0.09797191849893137,0.06450278033927084
A5feTy,LN_6,Fusion,0.15709792451737134,0.10343017746467713
A5feTy,LN_7_P,Fusion,0.06701096185563749,0.044118696654333545
A5feTy,LN_7_N,Fusion,0.17434578126131248,0.11478582642943412
A5feTy,LP_1,Fusion,0.12164761780132881,0.08009039416657206
A5feTy,LP_2,Fusion,0.14627160077720766,0.09630233927601056
A5feTy,LP_3,Fusion,0.15951650133398138,0.10502252077616543
A5feTy,LP_4,Fusion,0.1440654579333582,0.09484985830560445
A5feTy,LP_5,Fusion,0.128134795107352,0.08436142385756337
A5feTy,LP_6,Fusion,0.13504993107934815,0.08891421310015356
A5feTy,LP_7,Fusion,0.13776069231762658,0.09069892487658765
Bs73,HN_1,Fusion,0.21336910740420378,0.1404780153022089
Bs73,HN_2_L,Fusion,0.05508884161975489,0.03626940764850583
Bs73,HN_2_H,Fusion,0.16908211404787213,0.1113203316708389
Bs73,HN_3_L,Fusion,0.035587284569095164,0.02342996681703754
Bs73,HN_3_H,Fusion,0.11092700105930972,0.0730321513822429
Bs73,HN_4,Fusion,0.16584758798091723,0.10919078345340032
Bs73,HN_5,Fusion,0.14979579813045563,0.09862260135959192
Bs73,HN_6,Fusion,0.22662251849005802,0.1492037999669875
Bs73,HN_7,Fusion,0.14488205742922672,0.09538749132039268
Bs73,HP_1_H,Fusion,0.1143550385716255,0.07528910372164306
Bs73,HP_1_L,Fusion,0.11116952936173587,0.07319182723688711
Bs73,HP_2,Fusion,0.09202791842636898,0.06058936783402034
Bs73,HP_3_L,Fusion,0.13553453658414752,0.08923326781405728
Bs73,HP_3_H,Fusion,0.0912982944423223,0.06010899778212899
Bs73,HP_4,Fusion,0.09673778184963595,0.0636902490913601
Bs73,HP_5,Fusion,0.11837029795577776,0.0779326713686724
Bs73,HP_6,Fusion,0.08359129264364819,0.05503485968510209
Bs73,LN_1,Fusion,0.050466643125958305,0.033226243253055905
Bs73,LN_2,Fusion,0.07638045068466558,0.05028738344836262
Bs73,LN_3,Fusion,0.20409516399561328,0.1343722337300162
Bs73,LN_4,Fusion,0.06560510934395405,0.04319311106674992
Bs73,LN_5,Fusion,0.03072490761906238,0.02022867365936482
Bs73,LN_6,Fusion,0.06845891421549458,0.04507199995226385
Bs73,LN_7_P,Fusion,0.058586220934987755,0.03857201326437969
Bs73,LN_7_N,Fusion,0.15176166885501935,0.0999168919018693
Bs73,LP_1,Fusion,0.10406759863011462,0.0685160560058534
Bs73,LP_2,Fusion,0.08950465885427875,0.05892810345937941
Bs73,LP_3,Fusion,0.09374796350848674,0.06172181161796742
Bs73,LP_4,Fusion,0.08033094826380732,0.05288831319927876
Bs73,LP_5,Fusion,0.09233264452634384,0.06078999349279556
Bs73,LP_6,Fusion,0.1297924781916367,0.08545280973114823
Bs73,LP_7,Fusion,0.15961355410456285,0.10508641840763012
CVgs2,HN_1,Fusion,0.19044136528478414,0.12538284174367026
CVgs2,HN_2_L,Fusion,0.03413421116623134,0.022473291925315535
CVgs2,HN_2_H,Fusion,0.14590807342809262,0.09606300003363837
CVgs2,HN_3_L,Fusion,0.03778160519813882,0.02487466427420408
CVgs2,HN_3_H,Fusion,0.20727033198901626,0.13646270176163885
CVgs2,HN_4,Fusion,0.09007449110595264,0.05930326978380281
CVgs2,HN_5,Fusion,0.20560853693273734,0.13536860864673048
CVgs2,HN_6,Fusion,0.23656679102426845,0.15575091302484823
CVgs2,HN_7,Fusion,0.15754719450597945,0.103725967971102
CVgs2,HP_1_H,Fusion,0.0596523976463259,0.039273962999242136
CVgs2,HP_1_L,Fusion,0.08665808789681045,0.057053977240326875
CVgs2,HP_2,Fusion,0.12796457948109505,0.08424935724379298
CVgs2,HP_3_L,Fusion,0.05517674553924885,0.036327281856717256
CVgs2,HP_3_H,Fusion,0.10430369997259653,0.06867150047673089
CVgs2,HP_4,Fusion,0.09256458771016582,0.060942700313959056
CVgs2,HP_5,Fusion,0.05540119507080493,0.03647505500491147
CVgs2,HP_6,Fusion,0.0801542211937286,0.05277195957922165
CVgs2,HP_7_L,Fusion,0.09955490506928799,0.06554498750018137
CVgs2,HP_7_H,Fusion,0.09723744346249517,0.06401921645008929
CVgs2,LN_1,Fusion,0.02934422214083067,0.019319657550621653
CVgs2,LN_2,Fusion,0.0390993097205768,0.02574221496286195
CVgs2,LN_3,Fusion,0.20162488888513638,0.13274585328070002
CVgs2,LN_4,Fusion,0.0857438755500564,0.056452077848239655
CVgs2,LN_5,Fusion,0.04831909181547163,0.03181233779351194
CVgs2,LN_6,Fusion,0.08475207895896,0.055799098518683844
CVgs2,LN_7_P,Fusion,0.022111007927579144,0.014557451862577033
CVgs2,LN_7_N,Fusion,0.06353834381981502,0.04183239337683582
CVgs2,LP_1,Fusion,0.12890196493814746,0.08486651335501212
CVgs2,LP_2,Fusion,0.13595124597639818,0.08950762106553463
CVgs2,LP_3,Fusion,0.14868429736066888,0.09789081115787951
CVgs2,LP_4,Fusion,0.10533885647220707,0.06935302711552867
CVgs2,LP_5,Fusion,0.14052897331981154,0.09252150653199599
CVgs2,LP_6,Fusion,0.06233152654926418,0.0410378486694886
CVgs2,LP_7,Fusion,0.08200524289937815,0.05399063579085506
CoQmx,HN_1,Fusion,0.22347436146250424,0.14713111542295615
CoQmx,HN_2_L,Fusion,0.036582441425001555,0.024085158478721183
CoQmx,HN_2_H,Fusion,0.07383987732313196,0.04861472001596701
CoQmx,HN_3_L,Fusion,0.03266248208658603,0.021504334503660943
CoQmx,HN_3_H,Fusion,0.1381348419186832,0.0909452576002981
CoQmx,HN_4,Fusion,0.11857597748367675,0.07806808671637223
CoQmx,HN_5,Fusion,0.07981744661886574,0.05255023383618164
CoQmx,HN_6,Fusion,0.15968631058479033,0.10513431984034957
CoQmx,HN_7,Fusion,0.12827538729252913,0.08445398698153646
CoQmx,HP_1_H,Fusion,0.08870744088462934,0.058403230859488696
CoQmx,HP_1_L,Fusion,0.09402900847505921,0.061906846085211006
CoQmx,HP_2,Fusion,0.09483978195148911,0.06244064336361824
CoQmx,HP_3_L,Fusion,0.10426717734201472,0.06864745469653259
CoQmx,HP_3_H,Fusion,0.09781547827591174,0.0643997831795105
CoQmx,HP_4,Fusion,0.12821693095031206,0.08441550047786035
CoQmx,HP_5,Fusion,0.09752383784428542,0.06420777286688763
CoQmx,HP_6,Fusion,0.11187085165107381,0.07365356401074333
CoQmx,HP_7_L,Fusion,0.10814071427211691,0.07119771507283787
CoQmx,HP_7_H,Fusion,0.09968138359950678,0.06562825847187746
CoQmx,LN_1,Fusion,0.0635967593049115,0.041870852980988936
CoQmx,LN_2,Fusion,0.09841515775192976,0.06479460032822217
CoQmx,LN_3,Fusion,0.1764746582423587,0.11618743707850243
CoQmx,LN_4,Fusion,0.130705346057359,0.08605382394342077
CoQmx,LN_5,Fusion,0.057083238303869285,0.037582479120370535
CoQmx,LN_6,Fusion,0.0642992844311926,0.04233338167898337
CoQmx,LN_7_P,Fusion,0.08445624534099225,0.05560432749481179
CoQmx,LN_7_N,Fusion,0.14360165784255108,0.09454450146624653
CoQmx,LP_1,Fusion,0.38644328767984254,0.2544266447029964
CoQmx,LP_2,Fusion,0.075134907614234,0.049467342437570075
CoQmx,LP_3,Fusion,0.10033884859914617,0.06606112047052212
CoQmx,LP_4,Fusion,0.10323543710092774,0.06796817725502013
CoQmx,LP_5,Fusion,0.09992934450500573,0.06579151104532074
CoQmx,LP_6,Fusion,0.11675263511643114,0.07686763403564809
CoQmx,LP_7,Fusion,0.10302797971227047,0.06783159139883457
Cr1sTi,HN_1,Fusion,0.06090466091824204,0.040098428458252455
Cr1sTi,HN_2_L,Fusion,0.07431387483101697,0.04892679063376145
Cr1sTi,HN_2_H,Fusion,0.04560633859158626,0.03002631453301169
Cr1sTi,HN_3_L,Fusion,0.18274192529784505,0.12031368219446384
Cr1sTi,HN_3_H,Fusion,0.02882460557093612,0.018977552241446566
Cr1sTi,HN_4,Fusion,0.05330460989431562,0.03509470464356648
Cr1sTi,HN_5,Fusion,0.04125566784352697,0.02716191865416993
Cr1sTi,HN_6,Fusion,0.044690678871919874,0.029423462219123363
Cr1sTi,HN_7,Fusion,0.04009946941237514,0.026400700393102505
Cr1sTi,HP_1_H,Fusion,0.03434446915171635,0.02261172163925918
Cr1sTi,HP_1_L,Fusion,0.10698906863984607,0.07043949428482853
Cr1sTi,HP_2,Fusion,0.06390171330701,0.04207162868603095
Cr1sTi,HP_3_L,Fusion,0.24827327857353537,0.16345823371943083
Cr1sTi,HP_3_H,Fusion,0.03208944398312162,0.021127057509598604
Cr1sTi,HP_4,Fusion,0.05305907558504033,0.03493304969325425
Cr1sTi,HP_5,Fusion,0.01768807373367819,0.011645479155138881
Cr1sTi,HP_6,Fusion,0.01337140703481307,0.008803470872145227
Cr1sTi,HP_7_L,Fusion,0.016167903650413915,0.010644629131361954
Cr1sTi,HP_7_H,Fusion,0.012159963239729843,0.008005880152224004
Cr1sTi,LN_1,Fusion,0.045850415388821744,0.030187009886121108
Cr1sTi,LN_2,Fusion,0.05504020200587857,0.03623738428530421
Cr1sTi,LN_3,Fusion,0.04590776228840146,0.03022476595462934
Cr1sTi,LN_4,Fusion,0.04993212424719869,0.03287432655741418
Cr1sTi,LN_5,Fusion,0.021956310898615113,0.014455602387428565
Cr1sTi,LN_6,Fusion,0.02238372222709025,0.014737001582805642
Cr1sTi,LN_7_P,Fusion,0.07832768509045435,0.05156940420563741
Cr1sTi,LN_7_N,Fusion,0.024902593572660208,0.016395376835587436
Cr1sTi,LP_1,Fusion,0.04102972897057703,0.02701316495295348
Cr1sTi,LP_2,Fusion,0.025551812102088244,0.01682280952076383
Cr1sTi,LP_3,Fusion,0.07799993234046008,0.05135361825429154
Cr1sTi,LP_4,Fusion,0.05147083902125764,0.03388738604013725
Cr1sTi,LP_5,Fusion,0.06888608690854048,0.04535324203477727
Cr1sTi,LP_6,Fusion,0.025925486026765927,0.01706882906852088
Cr1sTi,LP_7,Fusion,0.026639061825406415,0.017538633311413494
D9Hh9,HN_1,Fusion,0.04747228393427847,0.031254816173163544
D9Hh9,HN_2_L,Fusion,0.20366481588049865,0.13408890101219295
D9Hh9,HN_2_H,Fusion,0.06518348317141547,0.042915520704029396
D9Hh9,HN_3_L,Fusion,0.10275552095585704,0.06765220992314532
D9Hh9,HN_3_H,Fusion,0.06096119903668065,0.040135652041196596
D9Hh9,HN_4,Fusion,0.18184653172402243,0.11972417271160009
D9Hh9,HN_5,Fusion,0.02765472290922096,0.018207324552660848
D9Hh9,HN_6,Fusion,0.01760908121537978,0.011593472037851453
D9Hh9,HN_7,Fusion,0.14185230867700788,0.093392764451288
D9Hh9,HP_1_H,Fusion,0.03320289499361028,0.021860131711354414
D9Hh9,HP_1_L,Fusion,0.012869791780522626,0.008473217274399491
D9Hh9,HP_2,Fusion,0.04256243669016399,0.028022269509397384
D9Hh9,HP_3_L,Fusion,0.019150881883814592,0.012608563212615746
D9Hh9,HP_3_H,Fusion,0.02620703126966816,0.01725419290784069
D9Hh9,HP_4,Fusion,0.005080437125982777,0.0033448596800553414
D9Hh9,HP_5,Fusion,0.05507142250987251,0.03625793924984973
D9Hh9,HP_6,Fusion,0.01472043789872096,0.009691646206656988
D9Hh9,HP_7_L,Fusion,0.01730010844980943,0.011390050458140134
D9Hh9,HP_7_H,Fusion,0.018406319499672405,0.012118358012502908
D9Hh9,LN_1,Fusion,0.048454858046131324,0.03190172360413918
D9Hh9,LN_2,Fusion,0.045805193940884927,0.030157236976009888
D9Hh9,LN_3,Fusion,0.05449791939045701,0.035880356098449584
D9Hh9,LN_4,Fusion,0.03992035101021691,0.026282772367131883
D9Hh9,LN_5,Fusion,0.028685537869536277,0.01888599280754838
D9Hh9,LN_6,Fusion,0.041563403766451144,0.02736452592105832
D9Hh9,LN_7_P,Fusion,0.01580506620230109,0.010405744106213258
D9Hh9,LN_7_N,Fusion,0.024077206299470886,0.01585195812139801
D9Hh9,LP_1,Fusion,0.011664809301238257,0.007679880557462613
D9Hh9,LP_2,Fusion,0.011907625146772599,0.00783974572482245
D9Hh9,LP_3,Fusion,0.048343302367107606,0.031828277543574965
D9Hh9,LP_4,Fusion,0.03765330060706666,0.024790191060029575
D9Hh9,LP_5,Fusion,0.027760845888517488,0.01827719383079066
D9Hh9,LP_6,Fusion,0.041022174168754984,0.027008191020321554
D9Hh9,LP_7,Fusion,0.01667364518971076,0.010977599393836347
Dwf5T,HN_1,Fusion,0.16183960804510658,0.10655200845169797
Dwf5T,HN_2_L,Fusion,0.035958881101507766,0.023674618650667868
Dwf5T,HN_2_H,Fusion,0.059512913066091126,0.03918212910053475
Dwf5T,HN_3_L,Fusion,0.14191878298516353,0.09343652982572247
Dwf5T,HN_3_H,Fusion,0.059036551405728714,0.038868501971341174
Dwf5T,HN_4,Fusion,0.0759203144485433,0.04998443881872308
Dwf5T,HN_5,Fusion,0.4614635539303032,0.30381850952597483
Dwf5T,HN_6,Fusion,0.05335718190200373,0.03512931701735538
Dwf5T,HN_7,Fusion,0.039452872123541795,0.02597499348107505
Dwf5T,HP_1_H,Fusion,0.13232477913402801,0.08712002676581085
Dwf5T,HP_1_L,Fusion,0.08478612101101465,0.05582151113486634
Dwf5T,HP_2,Fusion,0.03931809499247823,0.02588625887412903
Dwf5T,HP_3_L,Fusion,0.07453975247705642,0.04907550402438668
Dwf5T,HP_3_H,Fusion,0.06984560306251207,0.045984968560703034
Dwf5T,HP_4,Fusion,0.06672982672240657,0.04393360282313902
Dwf5T,HP_5,Fusion,0.10413326232109898,0.0685592876859177
Dwf5T,HP_6,Fusion,0.08548027205462323,0.05627852650186304
Dwf5T,HP_7_L,Fusion,0.06917168639214517,0.045541275106275855
Dwf5T,HP_7_H,Fusion,0.0727827259984951,0.04791871241783914
Dwf5T,LN_1,Fusion,0.05472725850066027,0.03603134844886279
Dwf5T,LN_2,Fusion,0.08615341691648272,0.0567217118127795
Dwf5T,LN_3,Fusion,0.10386658148808546,0.06838371028112539
Dwf5T,LN_4,Fusion,0.04881111562297165,0.032136276571716145
Dwf5T,LN_5,Fusion,0.04791841462928142,0.031548539830547014
Dwf5T,LN_6,Fusion,0.03749898072147667,0.02468858988864595
Dwf5T,LN_7_P,Fusion,0.07275105423621679,0.04789786035373245
Dwf5T,LN_7_N,Fusion,0.1359146734476336,0.08948354243335618
Dwf5T,LP_1,Fusion,0.07948620703607177,0.05233215222283787
Dwf5T,LP_2,Fusion,0.0652662083912472,0.04296998535844342
Dwf5T,LP_3,Fusion,0.030812149978404937,0.020286112309410385
Dwf5T,LP_4,Fusion,0.04340926126444536,0.02857980212014608
Dwf5T,LP_5,Fusion,0.04137695400060293,0.027241771069718472
Dwf5T,LP_6,Fusion,0.09188884063258293,0.06049780175549397
Dwf5T,LP_7,Fusion,0.07592527480013836,0.049987704616456186
ERqc8,HN_1,Fusion,0.06860415323509893,0.04516762246044545
ERqc8,HN_2_L,Fusion,0.07780919569918178,0.05122804100865294
ERqc8,HN_2_H,Fusion,0.07921118727187937,0.05215108463009849
ERqc8,HN_3_L,Fusion,0.03022734736044446,0.019901089790855267
ERqc8,HN_3_H,Fusion,0.04052373608353939,0.02668002920808003
ERqc8,HN_4,Fusion,0.040050865782242304,0.02636870072088843
ERqc8,HN_5,Fusion,0.04379872362872196,0.02883621646538135
ERqc8,HN_6,Fusion,0.02802875997758762,0.018453583187065997
ERqc8,HN_7,Fusion,0.057838872742471514,0.038079973942935226
ERqc8,HP_1_H,Fusion,0.014051508467014027,0.009251236251876566
ERqc8,HP_1_L,Fusion,0.010347377635566875,0.006812509512322492
ERqc8,HP_2,Fusion,0.07366605011727476,0.048500275609363715
ERqc8,HP_3_L,Fusion,0.004842003896175217,0.003187879940518775
ERqc8,HP_3_H,Fusion,0.04565970499928308,0.03006144992411053
ERqc8,HP_4,Fusion,0.002588726959572266,0.0017043668123479655
ERqc8,HP_5,Fusion,0.02266997805386161,0.014925466777710146
ERqc8,HP_6,Fusion,0.041817365121899985,0.027531729072493585
ERqc8,HP_7_L,Fusion,0.029762192781372467,0.019594841183117592
ERqc8,HP_7_H,Fusion,0.017731251135076335,0.011673906305292478
ERqc8,LN_1,Fusion,0.05681482493256061,0.03740576104650904
ERqc8,LN_2,Fusion,0.034005497765364164,0.02238854955882869
ERqc8,LN_3,Fusion,0.07686447021187717,0.05060605236617082
ERqc8,LN_4,Fusion,0.06443412080019834,0.04242215528702308
ERqc8,LN_5,Fusion,0.08011390718394631,0.05274541762967709
ERqc8,LN_6,Fusion,0.023704742340917555,0.01560673519149159
ERqc8,LN_7_P,Fusion,0.039165772745014454,0.025785972908318865
ERqc8,LN_7_N,Fusion,0.017028385608393173,0.011211153494381825
ERqc8,LP_1,Fusion,0.03075354067454717,0.020247525098804557
ERqc8,LP_2,Fusion,0.03342630248077333,0.022007218798056546
ERqc8,LP_3,Fusion,0.055383142374807355,0.036463169465643645
ERqc8,LP_4,Fusion,0.040894264267954304,0.026923977662443355
ERqc8,LP_5,Fusion,0.04607688200061454,0.03033611104019118
ERqc8,LP_6,Fusion,0.020703770815610645,0.013630954681452995
ERqc8,LP_7,Fusion,0.021988633184017656,0.014476882743139944
EXAMPLE,HN_1,Fusion,0.37790918419908237,0.24880795915874954
EXAMPLE,HN_2_L,Fusion,0.04648240589488797,0.030603099980240668
EXAMPLE,HN_2_H,Fusion,0.6677608644388207,0.43964059312086123
EXAMPLE,HN_3_L,Fusion,0.018911722300433774,0.012451105256201299
EXAMPLE,HN_3_H,Fusion,0.18898946955789478,0.12442694221060056
EXAMPLE,HN_4,Fusion,0.2927786666536161,0.19275970413286123
EXAMPLE,HN_5,Fusion,0.12712656713442064,0.08369762643003203
EXAMPLE,HN_6,Fusion,0.17527414628962582,0.11539704366814328
EXAMPLE,HN_7,Fusion,0.16672232018996708,0.1097666899008855
EXAMPLE,HP_1_H,Fusion,0.04567177871772615,0.03006939902238832
EXAMPLE,HP_1_L,Fusion,0.07624930328472483,0.050201038584854245
EXAMPLE,HP_2,Fusion,0.34973296738372356,0.23025729329572897
EXAMPLE,HP_3_L,Fusion,0.056730699704028435,0.03735037465395758
EXAMPLE,HP_3_H,Fusion,0.10564079431199067,0.06955181703874413
EXAMPLE,HP_4,Fusion,0.42394858235694316,0.2791193915755917
EXAMPLE,HP_5,Fusion,0.49224123749505966,0.3240819298278926
EXAMPLE,HP_6,Fusion,0.4771871558966882,0.31417061918473305
EXAMPLE,HP_7_L,Fusion,0.09830029953142566,0.06471897993943274
EXAMPLE,HP_7_H,Fusion,0.40802257922232227,0.26863402497652694
EXAMPLE,LN_1,Fusion,0.1710708454011158,0.11262967320050893
EXAMPLE,LN_2,Fusion,0.05760987570413383,0.03792920680589687
EXAMPLE,LN_3,Fusion,0.6705887134781664,0.4415023931979877
EXAMPLE,LN_4,Fusion,0.1373885457729221,0.09045391092570382
EXAMPLE,LN_5,Fusion,0.0586898906281102,0.03864026734724109
EXAMPLE,LN_6,Fusion,0.02673220900592108,0.017599959579348373
