Participant,Video,Modality,RMSE,NRMSE
6GSd4,HN_6,Fusion,0.006070520521204685,0.0068097914847939115
6GSd4,HN_7,Fusion,0.02148831000700598,0.024105166928796082
6GSd4,HP_1_H,Fusion,0.014830497171606258,0.016636562384014918
6GSd4,HP_1_L,Fusion,0.005638420406205784,0.0063250700060641036
6GSd4,HP_2,Fusion,0.019357000547278094,0.021714305558734288
6GSd4,HP_3_L,Fusion,0.06705171148525126,0.07521730176484256
6GSd4,HP_3_H,Fusion,0.022915194326345034,0.0257058179197086
6GSd4,HP_4,Fusion,0.008581971469857867,0.009627088160569267
6GSd4,HP_5,Fusion,0.020520113350095865,0.023019062808597175
6GSd4,HP_6,Fusion,0.032031447274819214,0.03593225261915464
6GSd4,HP_7_L,Fusion,0.003686987921220257,0.00413599111686738
6GSd4,HP_7_H,Fusion,0.030752038221195335,0.034497036504078045
6GSd4,LN_1,Fusion,0.026748187464209257,0.030005594840044485
6GSd4,LN_2,Fusion,0.04052296240060768,0.045457868617750696
6GSd4,LN_3,Fusion,0.004282471641152991,0.004803993135996804
6GSd4,LN_4,Fusion,0.03607016433824367,0.04046280662550892
6GSd4,LN_5,Fusion,0.045774654150410744,0.051349113962140744
6GSd4,LN_6,Fusion,0.038914346833499834,0.043653355058668936
6GSd4,LN_7_P,Fusion,0.04942137755704808,0.05543993713210993
6GSd4,LN_7_N,Fusion,0.0351683100067595,0.039451124031633644
6GSd4,LP_1,Fusion,0.009960420238875818,0.011173405096109462
6GSd4,LP_2,Fusion,0.015050160938773052,0.01688297691238115
6GSd4,LP_3,Fusion,0.02460400700412449,0.02760029503289564
6GSd4,LP_4,Fusion,0.10089134927337097,0.11317794722400944
6GSd4,LP_5,Fusion,0.01246414624159978,0.01398203607825516
6GSd4,LP_6,Fusion,0.04933893201727132,0.055347451334101364
6GSd4,LP_7,Fusion,0.018858761154457285,0.021155390328521588
7yqP3,HN_1,Fusion,0.020319179123353362,0.02279365871326546
7yqP3,HN_2_L,Fusion,0.05824795964791321,0.0653414247149704
7yqP3,HN_2_H,Fusion,0.05264902586436467,0.059060650031818936
7yqP3,HN_3_L,Fusion,0.054176859485949046,0.06077454398046873
7yqP3,HN_3_H,Fusion,0.05582127136142998,0.06261921313989723
7yqP3,HN_4,Fusion,0.04665693635545118,0.05233884092642374
7yqP3,HN_5,Fusion,0.010226464770174868,0.011471848660790257
7yqP3,HN_6,Fusion,0.014528403894260463,0.01629768003933014
7yqP3,HN_7,Fusion,0.03014418231999803,0.03381515561338736
7yqP3,HP_1_H,Fusion,0.04668190512271477,0.05236685040239923
7yqP3,HP_1_L,Fusion,0.015770178622429198,0.017690678702357084
7yqP3,HP_2,Fusion,0.047089978100767343,0.052824618707672244
7yqP3,HP_3_L,Fusion,0.04531848053849829,0.05083738730424738
7yqP3,HP_3_H,Fusion,0.036087052549185546,0.04048175149105441
7yqP3,HP_4,Fusion,0.04784321595093238,0.053669586232312196
7yqP3,HP_5,Fusion,0.05088038361604748,0.057076621663878085
7yqP3,HP_6,Fusion,0.04433302681736309,0.04973192454608621
7yqP3,HP_7_L,Fusion,0.016140824922572416,0.0181064624905461
7yqP3,HP_7_H,Fusion,0.04601766708298534,0.05162172112871908
7yqP3,LN_1,Fusion,0.08396870912572921,0.0941944596672005
7yqP3,LN_2,Fusion,0.09502840013448613,0.10660100526618295
7yqP3,LN_3,Fusion,0.011981288332948013,0.013440375496890438
7yqP3,LN_4,Fusion,0.06687672003692302,0.0750209997721922
7yqP3,LN_5,Fusion,0.05496917140404105,0.06166334403217384
7yqP3,LN_6,Fusion,0.05615916032420502,0.06299825038612247
7yqP3,LN_7_P,Fusion,0.08796392246983911,0.09867621204998554
7yqP3,LN_7_N,Fusion,0.0843991604287597,0.09467733154083247
7yqP3,LP_1,Fusion,0.04068896116551713,0.04564408279358917
7yqP3,LP_2,Fusion,0.05667487148596822,0.06357676510586042
7yqP3,LP_3,Fusion,0.03290346238460594,0.03691046215629312
7yqP3,LP_4,Fusion,0.03773138028669281,0.042326326266145575
7yqP3,LP_5,Fusion,0.061076886405705834,0.06851485955948335
7yqP3,LP_6,Fusion,0.04345070231622545,0.04874215013486656
7yqP3,LP_7,Fusion,0.027129517901092227,0.030433363884380584
A5feTy,HN_1,Fusion,0.01594925009898259,0.017891557591069047
A5feTy,HN_2_L,Fusion,0.043364361265701354,0.04864529442890307
A5feTy,HN_2_H,Fusion,0.012847640899989285,0.014412232904053312
A5feTy,HN_3_L,Fusion,0.05564016446431777,0.062416050956113446
A5feTy,HN_3_H,Fusion,0.022731069066277722,0.02549926979525007
A5feTy,HN_4,Fusion,0.02763301935290004,0.0309981819897021
A5feTy,HN_5,Fusion,0.050648934340460416,0.05681698638210134
A5feTy,HN_6,Fusion,0.07773392791031135,0.08720040374036542
A5feTy,HN_7,Fusion,0.0821177271460985,0.09211806419512081
A5feTy,HP_1_H,Fusion,0.03730698047882467,0.041850242841722014
A5feTy,HP_1_L,Fusion,0.04498420991203086,0.05046240903709824
A5feTy,HP_2,Fusion,0.045008614453987836,0.05048978557613281
A5feTy,HP_3_L,Fusion,0.031393552207961924,0.035216674378490895
A5feTy,HP_3_H,Fusion,0.05925038412161438,0.06646592493226058
A5feTy,HP_4,Fusion,0.07929478520815725,0.08895134300475326
A5feTy,HP_5,Fusion,0.05800789814112502,0.0650721284002569
A5feTy,HP_6,Fusion,0.05251296520526064,0.05890801983898034
A5feTy,HP_7_L,Fusion,0.052499533425534935,0.05889295233053816
A5feTy,HP_7_H,Fusion,0.05710515159647422,0.0640594449390584
A5feTy,LN_1,Fusion,0.05108458206422107,0.057305687499126214
A5feTy,LN_2,Fusion,0.06296689903862239,0.0706350388569308
A5feTy,LN_3,Fusion,0.0517366483458938,0.058037162732089434
A5feTy,LN_4,Fusion,0.0659575244162249,0.0739898640584054
A5feTy,LN_5,Fusion,0.03961452417070351,0.04443880033507977
A5feTy,LN_6,Fusion,0.05937443868932267,0.06660508692601036
A5feTy,LN_7_P,Fusion,0.018552043612515032,0.02081132057403194
A5feTy,LN_7_N,Fusion,0.07182996738363612,0.0805774560078481
A5feTy,LP_1,Fusion,0.05775874692646853,0.06479263542859702
A5feTy,LP_2,Fusion,0.06305195625356447,0.07073045438118603
A5feTy,LP_3,Fusion,0.050943571212577775,0.057147504276875365
A5feTy,LP_4,Fusion,0.09387264785592482,0.10530450490882709
A5feTy,LP_5,Fusion,0.061128072564996715,0.06857227919433356
A5feTy,LP_6,Fusion,0.05369351848232901,0.06023234147259379
A5feTy,LP_7,Fusion,0.1167418938359132,0.1309587788700453
Bs73,HN_1,Fusion,0.1675903602798745,0.18799959647298137
Bs73,HN_2_L,Fusion,0.6778149108209267,0.7603595427857475
Bs73,HN_2_H,Fusion,0.4208274175110254,0.4720759866183091
Bs73,HN_3_L,Fusion,0.6514628500789488,0.7307983151742672
Bs73,HN_3_H,Fusion,0.3930639352721867,0.44093145390849264
Bs73,HN_4,Fusion,0.4345273193874091,0.48744426925806456
Bs73,HN_5,Fusion,0.20253709520238733,0.22720216189803838
Bs73,HN_6,Fusion,0.06429160177988762,0.07212106454712332
Bs73,HN_7,Fusion,0.19490215498677335,0.2186374349218942
Bs73,HP_1_H,Fusion,0.6008189694809374,0.6739869979818467
Bs73,HP_1_L,Fusion,0.18989059478886125,0.21301556446744732
Bs73,HP_2,Fusion,0.41637943560913776,0.4670863273009263
Bs73,HP_3_L,Fusion,0.38769177685883566,0.43490507141123985
Bs73,HP_3_H,Fusion,0.5804654954272536,0.6511548678848308
Bs73,HP_4,Fusion,0.42804984116302525,0.4801779605615916
Bs73,HP_5,Fusion,0.5221479720814531,0.5857354079707587
Bs73,HP_6,Fusion,0.5177358866858832,0.5807860166538221
Bs73,LN_1,Fusion,0.8242692993481453,0.9246492185095411
Bs73,LN_2,Fusion,0.6642508119394711,0.745143601296185
Bs73,LN_3,Fusion,0.10095684362584943,0.11325141751082454
Bs73,LN_4,Fusion,0.7228306558239386,0.8108573272726584
Bs73,LN_5,Fusion,0.6767233619657014,0.7591350645760807
Bs73,LN_6,Fusion,0.722549986343325,0.8105424777251694
Bs73,LN_7_P,Fusion,0.586190895659245,0.6575775101624842
Bs73,LN_7_N,Fusion,0.679887474457098,0.7626845042370748
Bs73,LP_1,Fusion,0.4726351139100511,0.5301928496702538
Bs73,LP_2,Fusion,0.5115911994600933,0.5738930264068175
Bs73,LP_3,Fusion,0.038505096007474995,0.04319426546652046
Bs73,LP_4,Fusion,0.4136839552625482,0.46406259003696065
Bs73,LP_5,Fusion,0.4490834635280018,0.5037730677645179
Bs73,LP_6,Fusion,0.5878919342343606,0.6594857020487757
Bs73,LP_7,Fusion,0.4156386796568013,0.46625536172574855
CVgs2,HN_1,Fusion,0.014444642090726599,0.016203717682319166
CVgs2,HN_2_L,Fusion,0.018925257857080317,0.02122998503217302
CVgs2,HN_2_H,Fusion,0.02098674007810432,0.02354251556818666
CVgs2,HN_3_L,Fusion,0.022787022761868024,0.02556203755930632
CVgs2,HN_3_H,Fusion,0.06344908298046084,0.07117594339547344
CVgs2,HN_4,Fusion,0.01948306281552387,0.021855719751776755
CVgs2,HN_5,Fusion,0.04553017044632118,0.05107485691277167
CVgs2,HN_6,Fusion,0.004844318644739875,0.005434262142982001
CVgs2,HN_7,Fusion,0.013169108786574995,0.014772849307384674
CVgs2,HP_1_H,Fusion,0.016846921891284835,0.018898548294091398
CVgs2,HP_1_L,Fusion,0.008868392630167185,0.009948389830125623
CVgs2,HP_2,Fusion,0.0212402115637895,0.02382685493559802
CVgs2,HP_3_L,Fusion,0.03642684701709067,0.040862926295758176
CVgs2,HP_3_H,Fusion,0.02739082685337011,0.030726495168906614
CVgs2,HP_4,Fusion,0.006554503601336546,0.0073527142615729
CVgs2,HP_5,Fusion,0.03530255072551736,0.03960171265089895
CVgs2,HP_6,Fusion,0.026193888826540185,0.029383793442677223
CVgs2,HP_7_L,Fusion,0.007808190876344927,0.00875907618723069
CVgs2,HP_7_H,Fusion,0.029897964643721107,0.03353895342784832
CVgs2,LN_1,Fusion,0.02502124545867205,0.028068344990882222
CVgs2,LN_2,Fusion,0.032083856615089355,0.035991044394563125
CVgs2,LN_3,Fusion,0.024281470474001966,0.02723847984609392
CVgs2,LN_4,Fusion,0.03822538964824407,0.042880496329808025
CVgs2,LN_5,Fusion,0.03611967351156931,0.04051834505022134
CVgs2,LN_6,Fusion,0.042037252013414864,0.04715656916159793
CVgs2,LN_7_P,Fusion,0.05155107332121426,0.057828988289973814
CVgs2,LN_7_N,Fusion,0.05013753619253482,0.05624330991713948
CVgs2,LP_1,Fusion,0.03125208313886501,0.035057977136840404
CVgs2,LP_2,Fusion,0.0477401596398879,0.053553979673211766
CVgs2,LP_3,Fusion,0.024751045913687517,0.027765240412913395
CVgs2,LP_4,Fusion,0.017076339647447102,0.019155904657012366
CVgs2,LP_5,Fusion,0.015381994867373797,0.017255221739403435
CVgs2,LP_6,Fusion,0.1380381081366313,0.1548484565833161
CVgs2,LP_7,Fusion,0.026483953900218283,0.029709182783157904
CoQmx,HN_1,Fusion,0.01993049103577511,0.022357635999927208
CoQmx,HN_2_L,Fusion,0.030307540017943554,0.03399840709183294
CoQmx,HN_2_H,Fusion,0.06395908859898013,0.07174805774811555
CoQmx,HN_3_L,Fusion,0.014690472363511215,0.016479485286178784
CoQmx,HN_3_H,Fusion,0.03381181595779461,0.03792943547271225
CoQmx,HN_4,Fusion,0.015361147950936398,0.017231836075267428
CoQmx,HN_5,Fusion,0.06170043002034688,0.06921433862104782
CoQmx,HN_6,Fusion,0.032009361020533186,0.03590747668999954
CoQmx,HN_7,Fusion,0.03385472461663711,0.037977569569053564
CoQmx,HP_1_H,Fusion,0.005394020448736232,0.006050906902019464
CoQmx,HP_1_L,Fusion,0.027161110030462128,0.030468803318745095
CoQmx,HP_2,Fusion,0.021840485859203396,0.024500230928838053
CoQmx,HP_3_L,Fusion,0.031031072252688734,0.03481005143665163
CoQmx,HP_3_H,Fusion,0.02100725212699797,0.02356552558444536
CoQmx,HP_4,Fusion,0.02240755072535751,0.02513635323225064
CoQmx,HP_5,Fusion,0.022509549295280207,0.02525077323799718
CoQmx,HP_6,Fusion,0.021329844014007,0.023927402869522347
CoQmx,HP_7_L,Fusion,0.024778874815351227,0.027796458331857697
CoQmx,HP_7_H,Fusion,0.017399231599149984,0.019518118548808652
CoQmx,LN_1,Fusion,0.018944292945839283,0.021251338223368128
CoQmx,LN_2,Fusion,0.04989329140020561,0.05596932087432201
CoQmx,LN_3,Fusion,0.021022974494225927,0.023583162629258195
CoQmx,LN_4,Fusion,0.019876880892299078,0.022297497186910032
CoQmx,LN_5,Fusion,0.017435870889030564,0.01955921978936391
CoQmx,LN_6,Fusion,0.03727316722512975,0.041812311793423845
CoQmx,LN_7_P,Fusion,0.05006429500383762,0.056161149380595014
CoQmx,LN_7_N,Fusion,0.03749861489982656,0.04206521459641317
CoQmx,LP_1,Fusion,0.010177118779211571,0.011416493290868225
CoQmx,LP_2,Fusion,0.03405595936262914,0.03820331078101626
CoQmx,LP_3,Fusion,0.038238406226373804,0.042895098073200445
CoQmx,LP_4,Fusion,0.0353137798401349,0.03961430925259681
CoQmx,LP_5,Fusion,0.018120982607714387,0.020327764748849488
CoQmx,LP_6,Fusion,0.00753114792761022,0.008448294812449766
CoQmx,LP_7,Fusion,0.047670570604489156,0.05347591605098397
Cr1sTi,HN_1,Fusion,0.012223291150691899,0.013711849536359035
Cr1sTi,HN_2_L,Fusion,0.11406821074872481,0.1279594933464112
Cr1sTi,HN_2_H,Fusion,0.02948140524423656,0.03307166522058306
Cr1sTi,HN_3_L,Fusion,0.17390391506339745,0.1950820190516439
Cr1sTi,HN_3_H,Fusion,0.006213324233650274,0.0069699859033140465
Cr1sTi,HN_4,Fusion,0.03761318347530906,0.042193735389155815
Cr1sTi,HN_5,Fusion,0.056096662931325536,0.06292814203011479
Cr1sTi,HN_6,Fusion,0.012365804862455155,0.013871718637771644
Cr1sTi,HN_7,Fusion,0.023842944809594997,0.02674655031140065
Cr1sTi,HP_1_H,Fusion,0.0807295818098235,0.09056086983961174
Cr1sTi,HP_1_L,Fusion,0.06306416888267408,0.07074415427025271
Cr1sTi,HP_2,Fusion,0.08778052993546939,0.09847048588291908
Cr1sTi,HP_3_L,Fusion,0.03954874066935612,0.04436500568670479
Cr1sTi,HP_3_H,Fusion,0.08201676898446435,0.09200481129909399
Cr1sTi,HP_4,Fusion,0.06802032578301785,0.0763038743864061
Cr1sTi,HP_5,Fusion,0.030731491997764954,0.034473988151490796
Cr1sTi,HP_6,Fusion,0.0655807622106563,0.07356721956683153
Cr1sTi,HP_7_L,Fusion,0.02034651061291713,0.02282431864502056
Cr1sTi,HP_7_H,Fusion,0.06380288266874148,0.07157282898315252
Cr1sTi,LN_1,Fusion,0.1081169120070616,0.12128344252788925
Cr1sTi,LN_2,Fusion,0.032554141527678424,0.03651860083424394
Cr1sTi,LN_3,Fusion,0.008107233848049783,0.009094536758558942
Cr1sTi,LN_4,Fusion,0.05669781173509103,0.06360249902976199
Cr1sTi,LN_5,Fusion,0.09214237821840497,0.10336352218702882
Cr1sTi,LN_6,Fusion,0.06139110997563018,0.06886734942972066
Cr1sTi,LN_7_P,Fusion,0.0316658766645614,0.03552216264085233
Cr1sTi,LN_7_N,Fusion,0.07269586932781147,0.08154880791507164
Cr1sTi,LP_1,Fusion,0.0394300526639694,0.0442318637978657
Cr1sTi,LP_2,Fusion,0.028224775169587983,0.03166200211970294
Cr1sTi,LP_3,Fusion,0.03198986063351494,0.035885601536295136
Cr1sTi,LP_4,Fusion,0.029678824924218205,0.03329312676592727
Cr1sTi,LP_5,Fusion,0.04964867414759563,0.055694914012828264
Cr1sTi,LP_6,Fusion,0.10188096922349268,0.11428808357656453
Cr1sTi,LP_7,Fusion,0.08532090816471181,0.09571133016771943
D9Hh9,HN_1,Fusion,0.019698315354951958,0.022097185850928788
D9Hh9,HN_2_L,Fusion,0.056136283876611175,0.06297258803353134
D9Hh9,HN_2_H,Fusion,0.02456526786372419,0.027556838220995458
D9Hh9,HN_3_L,Fusion,0.03367981863901218,0.037781363455770635
D9Hh9,HN_3_H,Fusion,0.03977793882434878,0.04462211570531811
D9Hh9,HN_4,Fusion,0.017377518889940352,0.01949376165523238
D9Hh9,HN_5,Fusion,0.018827911529095864,0.02112078382066753
D9Hh9,HN_6,Fusion,0.019949015724150924,0.02237841663393041
D9Hh9,HN_7,Fusion,0.027468591956968418,0.030813730544925533
D9Hh9,HP_1_H,Fusion,0.019729326963456376,0.022131974068312365
D9Hh9,HP_1_L,Fusion,0.015433486241911622,0.017312983758762925
D9Hh9,HP_2,Fusion,0.029038952321250103,0.03257533016383615
D9Hh9,HP_3_L,Fusion,0.053364880473243705,0.059863681765731515
D9Hh9,HP_3_H,Fusion,0.029403297373368713,0.032984045334928554
D9Hh9,HP_4,Fusion,0.023785772518769274,0.02668241555098411
D9Hh9,HP_5,Fusion,0.0426137360895235,0.04780325775096866
D9Hh9,HP_6,Fusion,0.04563372175320783,0.05119101874855047
D9Hh9,HP_7_L,Fusion,0.015597108139811728,0.017496531611563008
D9Hh9,HP_7_H,Fusion,0.03370009206773861,0.03780410579258123
D9Hh9,LN_1,Fusion,0.03357222074639427,0.03766066223906743
D9Hh9,LN_2,Fusion,0.06684245272416052,0.07498255936929071
D9Hh9,LN_3,Fusion,0.015187597997579311,0.01703715112355213
D9Hh9,LN_4,Fusion,0.0569263428961474,0.06385886082759064
D9Hh9,LN_5,Fusion,0.045649301664424324,0.05120849598898897
D9Hh9,LN_6,Fusion,0.05785791537993322,0.06490388066491656
D9Hh9,LN_7_P,Fusion,0.06817390206790927,0.076476153266523
D9Hh9,LN_7_N,Fusion,0.0616877257863431,0.06920008725920208
D9Hh9,LP_1,Fusion,0.02910066147723123,0.032644554291069765
D9Hh9,LP_2,Fusion,0.03196562390518224,0.03585841324731024
D9Hh9,LP_3,Fusion,0.025439237701455505,0.028537240533805422
D9Hh9,LP_4,Fusion,0.0247598108665467,0.02777507276602654
D9Hh9,LP_5,Fusion,0.010670559061394443,0.011970024972397965
D9Hh9,LP_6,Fusion,0.16572094936697543,0.18590252778310984
D9Hh9,LP_7,Fusion,0.03520640355021421,0.03949385662547587
Dwf5T,HN_1,Fusion,0.009058407865906434,0.01016154521437947
Dwf5T,HN_2_L,Fusion,0.007629203098286521,0.008558291189857445
Dwf5T,HN_2_H,Fusion,0.012871839493515107,0.014439378414155867
Dwf5T,HN_3_L,Fusion,0.030142412143323458,0.03381316986372999
Dwf5T,HN_3_H,Fusion,0.027827351940607783,0.03121618049516264
Dwf5T,HN_4,Fusion,0.022283646231177744,0.02499735958805724
Dwf5T,HN_5,Fusion,0.041063240676317385,0.04606394224660929
Dwf5T,HN_6,Fusion,0.04060949733221071,0.04555494181572592
Dwf5T,HN_7,Fusion,0.03457896050029581,0.038790003253495256
Dwf5T,HP_1_H,Fusion,0.00785565620136241,0.008812321862786514
Dwf5T,HP_1_L,Fusion,0.06672988382747437,0.07485628177720807
Dwf5T,HP_2,Fusion,0.014809900571828677,0.01661345752022422
Dwf5T,HP_3_L,Fusion,0.018204349135261293,0.02042128369297013
Dwf5T,HP_3_H,Fusion,0.010791940885787988,0.012106188734842488
Dwf5T,HP_4,Fusion,0.019496678782936018,0.021870993878372092
Dwf5T,HP_5,Fusion,0.029959242932876332,0.033607694217082845
Dwf5T,HP_6,Fusion,0.021361033399817302,0.02396239051401923
Dwf5T,HP_7_L,Fusion,0.01429649593274919,0.016037530212632583
Dwf5T,HP_7_H,Fusion,0.018536622076601443,0.020794020995918337
Dwf5T,LN_1,Fusion,0.020813423950842458,0.02334809291802304
Dwf5T,LN_2,Fusion,0.04335776942431516,0.0486378998298429
Dwf5T,LN_3,Fusion,0.09267724979348556,0.10396353068460643
Dwf5T,LN_4,Fusion,0.044718071783961734,0.05016386047738685
Dwf5T,LN_5,Fusion,0.05290217713160733,0.05934463018442893
Dwf5T,LN_6,Fusion,0.01296367064246564,0.014542392805422282
Dwf5T,LN_7_P,Fusion,0.0614385793625932,0.06892059966188772
Dwf5T,LN_7_N,Fusion,0.01643505888881532,0.01843652841337086
Dwf5T,LP_1,Fusion,0.023914992402059205,0.026827371894978018
Dwf5T,LP_2,Fusion,0.02818305397424632,0.03161520009674944
Dwf5T,LP_3,Fusion,0.02984598296373266,0.033480641393400186
Dwf5T,LP_4,Fusion,0.011964465668305108,0.013421504159904321
Dwf5T,LP_5,Fusion,0.021409828521869106,0.024017127929943805
Dwf5T,LP_6,Fusion,0.0784774628179709,0.08803448669340717
Dwf5T,LP_7,Fusion,0.011597892718179965,0.013010289776294495
ERqc8,HN_1,Fusion,0.04118953088508349,0.04620561213888034
ERqc8,HN_2_L,Fusion,0.048840279944351986,0.05478807316740553
ERqc8,HN_2_H,Fusion,0.039061164342924885,0.043818052076331424
ERqc8,HN_3_L,Fusion,0.03752625541288123,0.04209622118469132
ERqc8,HN_3_H,Fusion,0.04760577830925511,0.05340323331828851
ERqc8,HN_4,Fusion,0.040368674625917596,0.04528479160225881
ERqc8,HN_5,Fusion,0.04153699628341987,0.04659539204368199
ERqc8,HN_6,Fusion,0.029557320528538305,0.03315682550540508
ERqc8,HN_7,Fusion,0.04199893693321093,0.04711358805215262
ERqc8,HP_1_H,Fusion,0.03499760630305138,0.03925963194724422
ERqc8,HP_1_L,Fusion,0.026261487664995985,0.029459624500803177
ERqc8,HP_2,Fusion,0.03048300552014687,0.03419524086887157
ERqc8,HP_3_L,Fusion,0.05183558585550899,0.05814814890010431
ERqc8,HP_3_H,Fusion,0.04133127897665837,0.046364622382502885
ERqc8,HP_4,Fusion,0.02185966713627162,0.02452174811122635
ERqc8,HP_5,Fusion,0.0343635430132904,0.03854835211936911
ERqc8,HP_6,Fusion,0.035746144900219205,0.040099327941554345
ERqc8,HP_7_L,Fusion,0.02072733054875151,0.02325151501924023
ERqc8,HP_7_H,Fusion,0.030172838538561224,0.03384730160028855
ERqc8,LN_1,Fusion,0.03983476994490413,0.04468586774758159
ERqc8,LN_2,Fusion,0.055471549564412706,0.0622269020510777
ERqc8,LN_3,Fusion,0.029402639252706864,0.03298330706801003
ERqc8,LN_4,Fusion,0.03353526561922859,0.03761920669840773
ERqc8,LN_5,Fusion,0.015037303930745373,0.016868554171616007
ERqc8,LN_6,Fusion,0.04908095149159816,0.05505805381360289
ERqc8,LN_7_P,Fusion,0.07161965558272973,0.08034153233277588
ERqc8,LN_7_N,Fusion,0.04627309082331007,0.05190825049729659
ERqc8,LP_1,Fusion,0.053714166551420126,0.06025550407365625
ERqc8,LP_2,Fusion,0.045412460119373256,0.05094281176453071
ERqc8,LP_3,Fusion,0.031027045116761787,0.034805533874138234
ERqc8,LP_4,Fusion,0.030479993223532294,0.03419186173329926
ERqc8,LP_5,Fusion,0.019796076618959307,0.022206852529569356
ERqc8,LP_6,Fusion,0.030189688649863492,0.03386620372640166
ERqc8,LP_7,Fusion,0.027110490872934687,0.030412019735410894
EXAMPLE,HN_1,Fusion,0.2617062756585597,0.2935769941426901
EXAMPLE,HN_2_L,Fusion,0.014011266959339878,0.01571756591508108
EXAMPLE,HN_2_H,Fusion,0.3877253975190782,0.43494278641196066
EXAMPLE,HN_3_L,Fusion,0.012682351967498806,0.014226815004373604
EXAMPLE,HN_3_H,Fusion,0.04136498289479272,0.046402430780302345
EXAMPLE,HN_4,Fusion,0.34665449145946853,0.38887024528792574
EXAMPLE,HN_5,Fusion,0.009608508014271445,0.010778636828357988
EXAMPLE,HN_6,Fusion,0.002832548790716054,0.0031774979703805685
EXAMPLE,HN_7,Fusion,0.08294112700773787,0.09304173809537139
EXAMPLE,HP_1_H,Fusion,0.020065535784817904,0.022509126564679512
EXAMPLE,HP_1_L,Fusion,0.006382395517887486,0.007159646771389534
EXAMPLE,HP_2,Fusion,0.39971531411062355,0.4483928409210082
EXAMPLE,HP_3_L,Fusion,0.07100587103540638,0.07965300080252892
EXAMPLE,HP_3_H,Fusion,0.019074648556158456,0.0213975686037854
EXAMPLE,HP_4,Fusion,0.39001767313208985,0.4375142164723255
EXAMPLE,HP_5,Fusion,0.37680966084516926,0.4226977259772607
EXAMPLE,HP_6,Fusion,0.3619161364480498,0.4059904608813266
EXAMPLE,HP_7_L,Fusion,0.021514546809948073,0.024134598862456332
EXAMPLE,HP_7_H,Fusion,0.3372072369526045,0.3782724994981205
EXAMPLE,LN_1,Fusion,0.0556120752979599,0.062384541077313
EXAMPLE,LN_2,Fusion,0.024612204099345773,0.027609490374389496
EXAMPLE,LN_3,Fusion,0.27542890272599374,0.30897076945839735
EXAMPLE,LN_4,Fusion,0.026968164703951313,0.030252361015829794
EXAMPLE,LN_5,Fusion,0.04928134747181654,0.05528285411448503
EXAMPLE,LN_6,Fusion,0.04223415208155876,0.04737744781652019
