participant,video,FER_Mean_Valence,FER_Mean_Arousal,FER_Std_Valence,FER_Std_Arousal,FER_Kurtosis_Valence,FER_Kurtosis_Arousal,FER_Max_Valence,FER_Max_Arousal,FER_Min_Valence,FER_Min_Arousal,FER_iM_Mean_Valence
F5tXL,HN_1,0.06519833698967852,-0.07107984319717746,0.10599403922967719,0.21412913288107105,1.2954473331347618,6.1921181270154655,0.476865130739879,0.8242611960458349,0.0,-0.6410549020661936,-0.2084647720562945
F5tXL,HN_2_H,0.03426409554217005,0.0017311015012353203,0.05263709279774117,0.039277942435909,6.087377046101297,101.20731583409,0.27028307412496066,0.46945181309155803,0.004037318469851999,-0.021242384789601804,0.011732282648202379
F5tXL,HN_2_L,0.1361727458408898,0.06794225889094048,0.10021877579471497,0.1890185572877783,-0.8839136257635807,6.199357729494523,0.394865857586521,0.7234760317694183,0.01078783122504979,-0.04411217453797756,0.11437270264451703
F5tXL,HN_3_H,0.012117299357387928,0.03607968825937288,0.051278964150741145,0.16794899472315938,18.683935230095045,17.48603632508589,0.3130779802647754,0.8351879649292052,0.00022321214797221795,-0.016665645075170477,0.03438785144716601
F5tXL,HN_3_L,0.0023951446509770245,-0.001457670078976129,0.0027466364459345187,0.003736915917015837,21.097048846610782,73.50729893104916,0.021313744866461606,0.03931258636997951,0.0,-0.01644866474947038,-0.000996741520590475
F5tXL,HN_4,-0.03650484297940262,0.06255223199851728,0.10643954727815809,0.17880535683538099,8.040168527485019,7.965125065394568,-0.46986532355200805,0.7913674799482207,0.0,-0.003712541568582921,-0.0005812048378843849
F5tXL,HN_5,0.0007154718099441745,-0.0003190396073963486,0.001898730591851138,0.0011303479871548486,43.302256991418105,38.91705420091241,0.016746738861299095,7.701231504040299e-05,0.00013226917610469402,-0.009702796608012158,0.0
F5tXL,HN_6,0.0004898038638233941,-0.0011398069747044347,0.00042445725801835776,0.002004940540019317,5.418492648307021,16.456756497340926,0.002665726048944169,6.0254086314470975e-05,0.00013008737021737586,-0.014708190577568071,-0.0005415225366695069
F5tXL,HN_7,0.004904043718170569,-0.005053542988835992,0.003187090090923793,0.004943185592610029,0.89106363562939,3.6481559461715083,0.015060374625969559,-0.00017263404158326815,0.000426661143207919,-0.028404477794421144,-0.03032440934000136
F5tXL,HN_8,0.0008765755764224412,-0.0004646583139220227,0.0022024631486254943,0.001590657267316295,70.82248098344435,43.22331185260126,0.027709661180338595,8.520049998912447e-05,0.00012638710213544831,-0.015973678603261765,-0.00015109032577609424
F5tXL,HP_1_H,0.0025510632659072395,0.0005163636421286241,0.00489342608568514,0.015209456865961434,74.51069243429966,74.74966422128146,0.05876776823659485,0.17005218181986506,0.00020895734465589634,-0.01356861842639254,0.011283117027222355
F5tXL,HP_1_L,0.05570188603040696,0.12737134503302205,0.11800737498678318,0.2811401366754684,2.1716998156699763,2.0504233484534202,0.36146241485751607,0.8487272277397294,0.0,-0.018542615809301388,0.17107598064662694
F5tXL,HP_2,0.17544842816557057,0.6475378740706196,0.07675085595431803,0.2363719335834332,0.9534835225679936,2.96077044989571,0.3502473664655073,0.874680378117732,0.0007482598031135027,-0.021583166829345322,0.7136772843349126
F5tXL,HP_3_H,0.2699949118348687,0.7516743119916198,0.06439941341208678,0.13288106843324962,-0.6092830991967735,-0.8323459706667582,0.4084842556246268,0.9073919523047766,0.1735238521590648,0.4454041460368953,0.7893605013591487
F5tXL,HP_3_L,0.10875154429747619,0.3252316645229851,0.13092088828402818,0.39563671281635804,-1.2778511033287066,-1.7516587493049383,0.4093359805493392,0.9064727883972719,0.00034380108545193597,-0.014580489960982934,0.33040713776401504
F5tXL,HP_4,0.19403971654950772,0.6831363223388051,0.0766046353365462,0.2528091712987354,1.0170255567247501,3.2186380750144163,0.32274865701919847,0.8635829538445213,0.0014847514691248278,-0.05544424002610548,0.7139899611237026
F5tXL,HP_5,0.12161812368393234,0.35162582881866133,0.14345848782558546,0.41555410453774133,-1.6831024200809974,-1.8770981024920068,0.35676762017240854,0.8798481485428687,0.00022657438653582532,-0.014908370698290662,0.33515875635391623
F5tXL,HP_6,0.13826765622002296,0.3862271139129565,0.18207134740174752,0.4032480236029968,-0.7498900571867404,-1.8145753594470282,-0.3911728831461088,0.8951745703272131,0.0,-0.02149826234274034,0.37647773937481205
F5tXL,HP_7_H,0.09885696919573081,0.32079813048543915,0.12151235430045045,0.3955730351415713,-1.5478565046832617,-1.796353853558292,0.31717626482229117,0.8604994834497898,0.0,-0.01853536794849933,0.3115566801750797
F5tXL,HP_7_L,0.0011761591237313758,-0.001511600582441761,0.0007833849221498603,0.0017734036724587666,2.957488339540703,8.382531918815369,0.0036432587985128833,-0.0002579224102044307,0.0004094492372082703,-0.008365833702583866,-0.0008657948563738567
F5tXL,HP_8,0.17857847134631538,0.5352145758420063,0.11146934654074789,0.3536481629789782,-1.1015302189732101,-1.3552730529957195,0.3991550542538948,0.9022243424349186,0.00025843186709833833,-0.021788063877275738,0.5869490819462275
F5tXL,LN_1,0.0013325859398152355,-0.0034235625460126455,0.0016242533360514059,0.0060880878562058266,12.545660167288345,4.794625455471764,0.01177990541415531,-7.715286564488582e-05,0.0,-0.031562600386315046,-0.005915513134642736
F5tXL,LN_2,0.0013155005139807374,-0.0006107907956313753,0.0032969745062631415,0.001505636342995087,195.83698879285242,118.63497107452281,0.065813124771016,6.346353641023439e-05,0.00012447974447445486,-0.02617798358402412,-1.664773495441904e-05
F5tXL,LN_3,0.00046048406955689143,-0.0006933129000927306,0.0005466215544807244,0.0031871637532938078,16.126247661925404,35.17775038410842,0.004206454539410993,6.643554074449365e-05,0.00012828804291234992,-0.025087949912321838,-0.0012661599809197105
F5tXL,LN_4,0.0003699406858983222,-0.000839851304220904,0.0005343496410841105,0.0038798433608755274,32.62460147049783,35.01345902266908,0.004909185503910127,6.845872382424344e-05,0.00014091522618276778,-0.030222816145223284,-0.0013180444862318725
F5tXL,LN_5,0.0010716090226694356,-0.0003613656960176651,0.0028696485723038547,0.0011636711816808351,67.17095424817013,50.48520986896814,0.031665753756285,8.929981305174335e-05,0.00013712066679307994,-0.011585280283774094,0.0
F5tXL,LN_6,0.0007821355839732083,-0.00027547365980274405,0.0009182731884344145,0.00042635394936681875,9.64328480970345,13.473871102813796,0.006817453084485661,7.774335991519542e-05,0.00013908244459755084,-0.003339710395353311,0.0
F5tXL,LN_7_N,0.00024569469408278693,-8.701438524990018e-05,0.0001957754972231253,0.0004786883902368077,27.051432603304676,184.86724139379896,0.001876118032357859,0.00011678851471220067,0.00011012803399888033,-0.009002426451815232,-5.026084498355264e-06
F5tXL,LN_7_P,0.00025839438030995904,-5.519663309864423e-05,0.00010240189252755779,0.00032300059504411136,5.3655139772839355,135.82533044534216,0.0007659328438803429,8.950490704031778e-05,0.00013616076577421506,-0.004964787889402189,0.0
F5tXL,LN_8,0.015289638098300355,0.031360677029732636,0.05825847292193284,0.16148325771529226,21.74776287702811,21.51436297485137,0.35568484643630627,0.8837461958068128,0.00035765662683990207,-0.012565420711933223,0.031863591211018456
F5tXL,LP_1,0.09813524752477291,0.25968329799608275,0.12927424891401695,0.37136536729008257,-1.011700415930448,-1.1613266484721085,0.34281324322097967,0.8772786026659404,0.0007926420824687589,-0.012252470885861259,0.2761678822482074
F5tXL,LP_2,0.21499114438944855,0.6468714244441096,0.10392266659305055,0.31547690367521497,-0.179914462999748,0.16150561324934953,0.3362579314724006,0.8746300459962952,0.0004144093899669991,-0.004137101195010937,0.6538093903151332
F5tXL,LP_3,0.0005347416823884907,-0.0007163151120547673,0.000967311208719409,0.0027607283043486024,48.32359120263367,39.27707960751247,0.009486716844879665,3.950240880792844e-05,0.00013216574079388048,-0.023804707619737304,-0.001154930551445444
F5tXL,LP_4,0.19928397880350276,0.5467153068800371,0.12245390315584152,0.346461516013815,-1.249846524807617,-1.242532083356579,0.36301062051979055,0.8665151604065953,0.00022114863078260454,-0.0019459602969029246,0.5910773282625205
F5tXL,LP_5,0.16284217906365148,0.5076626268110841,0.09009999788542944,0.31334921643475205,-0.2718210190442729,-0.8839389971215996,0.34653431854168365,0.8651915444899726,0.0016136113291644431,-0.054188046056137765,0.5889043309757875
F5tXL,LP_6,0.0009274111950433631,-0.000662224468276717,0.0008226560837177703,0.0011037944853218094,29.359233404851523,43.52065191213496,0.007168651621685175,-9.26884951224461e-05,0.00030710606710550087,-0.011644357820148792,-0.000330690695038924
F5tXL,LP_7,0.0022214365100991645,0.0014005405313191725,0.0068723093213655575,0.021589528909325875,68.26723874091712,58.780898634504695,0.07831089988813922,0.20722475655182349,0.0,-0.019751887701302602,0.014555183947759074
F5tXL,LP_8,0.09408537932683948,0.22255246815502266,0.12309896150590022,0.3377133952286612,-0.6722377780417861,-0.8952310253089948,0.3619565710019259,0.8757967171337459,0.00042953279456812315,-0.030589868289839443,0.2683079128629631
Gax8,HN_1,0.04380297062033015,-0.018679780349247662,0.06056007243882193,0.029650204488265986,5.132976341636599,10.932320426382201,0.3072871748455186,6.839266258155281e-05,0.0001577799606964413,-0.1860370275044933,0.0
Gax8,HN_2_H,0.033724485008159034,-0.010007786733188643,0.08073474836956125,0.02110891317701771,6.069618996456839,4.323263458870159,0.37085459875010407,9.939924370745911e-05,0.0001411754877244519,-0.09055410746382983,0.0
Gax8,HN_2_L,0.006657915634144788,-0.002890148187612269,0.010174803628461796,0.004260684164929785,8.242012427686841,4.622681905729167,0.05821083255260051,4.774108061259507e-05,0.00018175182542337328,-0.02080120432932593,0.0
Gax8,HN_3_H,0.019481665305843998,-0.0063530625387360085,0.04955774791305872,0.014450093980471345,12.229824069243453,4.184024775055946,0.3483675722484394,0.0001267613728007998,0.0001453918182103942,-0.05968563130001406,-0.007760552215576172
Gax8,HN_3_L,0.07686843727828634,-0.025002462717509,0.08614849437590888,0.02376433256495089,-0.6042451853377657,-1.164855307792374,0.2850200738658644,3.22141344418327e-05,0.0001995682170034488,-0.07338135486684766,0.0
Gax8,HN_4,0.0007435679674182779,5.5478884298877525e-06,0.0026596395025678607,0.0018079582057061673,75.18461549389153,93.87119990997807,0.03221393223167844,0.02008811104413274,0.0,-0.008702298937000072,0.007817789624809833
Gax8,HN_5,0.06442992826456145,-0.0255457836140955,0.07633853917202237,0.02924386525056987,0.04581518035224974,0.427637360494062,0.2650413947162116,3.2538258761680517e-06,0.0002548089149386349,-0.12150493927383567,0.0
Gax8,HN_6,0.01022872200079699,-0.0038325975734816815,0.029521103838740743,0.009847691496648244,20.271351726919686,14.230457283853326,0.20036936580381642,0.00012773143456745108,0.00012896065943469447,-0.058369114488799625,-0.0035080426897321428
Gax8,HN_7,0.013153077765976665,-0.0038019160980370115,0.02397511391231376,0.0062863354300229084,9.358491186420821,5.4565845828125354,0.13982382968063184,0.00013450850831203773,0.00011969302165733595,-0.033631064728747995,0.0
Gax8,HN_8,0.10645076128679062,-0.03172547642851566,0.10631998019377206,0.027004358443984765,-1.17835276649079,-1.4048574371989138,0.3129943916446223,0.00011119458116431461,0.00013083053380516063,-0.07796104698958009,0.0
Gax8,HP_1_H,0.06777197737959215,-0.022472852439687323,0.07557860236699691,0.01981636770144587,0.662910427415496,-0.4117095364675838,0.3178677041021394,5.131575010062041e-05,0.00018345843194473828,-0.07836029142484482,0.0010819424104086962
Gax8,HP_1_L,0.20576309253020728,-0.050868665029412646,0.1183949676204215,0.02765666033862906,-0.9213466298480757,-0.729916937158881,0.38974173206702345,-0.00020985872528169266,0.0003462325675992547,-0.09370534744820877,-0.0001316372553507487
Gax8,HP_2,0.22338537460643101,0.29289533431636255,0.14478117441616942,0.3228405269321985,-1.3334165770355406,-1.1187944649984225,0.4281025395850365,0.8925291281365649,0.0,-0.0921517182218044,0.4611236923262477
Gax8,HP_3_H,0.0016221684479327519,-0.0006846259064179043,0.0031216352398001587,0.0016795445415075038,26.322020073286534,24.759114239674325,0.022704098383277742,4.454042220357965e-05,0.00017489568913485871,-0.011806196134534706,0.0
Gax8,HP_3_L,0.02201908693232102,-0.006017423685815567,0.06440625447521858,0.01584546479555559,12.034967606444374,10.97919781901201,0.32022966809041714,0.00011873517950448115,0.000122664631540371,-0.07755253718517063,0.0
Gax8,HP_4,0.15893711228610788,0.02067877547206083,0.1323907979606275,0.17313979378878755,-1.4173852625433079,16.910095395761466,0.40150607452272763,0.9005118884341087,0.0,-0.07952813139001677,0.14249488965422824
Gax8,HP_5,0.19026877324727381,0.32604008960955183,0.16418743688510984,0.4481911100322219,-1.6989721278365213,-1.729317732545635,0.40867414601417323,0.9079800089739893,0.0003100636777789993,-0.062147151492230726,0.3647588130266239
Gax8,HP_6,0.014739829661759412,-0.002623948408253351,0.042409280232713835,0.035887892709225495,10.710054997768717,128.55127604448637,-0.20403560118068653,0.4295471761429094,0.0,-0.05041854986915027,9.735075779903081e-05
Gax8,HP_7_H,0.1217185452528172,-0.036233053017504444,0.06527346830320725,0.01696530307332594,-0.41511027338644046,-0.03533870049500987,0.26365307166301905,-9.416059115512277e-05,0.00043561877381426145,-0.06648149248151308,0.0
Gax8,HP_7_L,0.10983217183314721,-0.030833749312911017,0.07684996735349296,0.017938617085042477,0.8882414371182943,0.6936597563165043,0.32547995404003804,-0.00018295755568684314,0.0006534321019054247,-0.07938228728299854,0.0
Gax8,HP_8,0.05187272648254056,-0.016111883688033686,0.08142023644019232,0.021340103091173426,2.539412582033596,0.7568270138672668,0.3246280884098611,6.13127456732679e-05,0.00016049261950430057,-0.07838893508675186,0.0
Gax8,LN_1,0.003922977654168354,-0.0016104811532147354,0.011530336955117914,0.0047195647518231435,32.02763043384693,26.276365419794562,0.09682912182249274,0.0001114466628255871,0.00012955744476469128,-0.034725451490987436,0.0
Gax8,LN_2,0.02835281292353724,-0.008976423260943783,0.04888844753573026,0.013380967577954855,5.403098671222439,2.7410371758857037,0.2532295736158127,0.00011999314630815086,0.0001331336365517722,-0.06456076177582762,0.0
Gax8,LN_3,0.06457555173893857,-0.022556174300914382,0.07496310172402024,0.021023653791633328,0.3718539289551068,-1.206504678785607,0.2607896327585524,0.00011710494376973654,0.00012358215059811813,-0.06518368879979611,0.0
Gax8,LN_4,0.02653520211776778,-0.009185966055688454,0.04858530019801096,0.014110862548626016,12.783596801638849,6.498570164068598,0.3195818706716171,9.547226607577979e-05,0.00013574046064736191,-0.07893132159806172,0.0
