participant,video,Pupil_size
tMGNS,LP_9,-0.0015002761431075484
5KB3V,HN_1,-0.010510908511273342
5KB3V,HN_2_H,0.15011286300813076
5KB3V,HN_2_L,-0.3493534419165547
5KB3V,HN_3_H,0.013453274828470807
5KB3V,HN_3_L,-0.010381483568116856
5KB3V,HN_4,-1.159070890555114e-05
5KB3V,HN_5,0.0001288650824933235
5KB3V,HN_6,5.163590206525015e-06
5KB3V,HN_7,3.418080251460509e-05
5KB3V,HN_9,-0.00012135072385976997
5KB3V,HP_1_L,-0.021693916281742887
5KB3V,HP_1_H,0.009780154724494672
5KB3V,HP_2,-0.0002645204506679377
5KB3V,HP_3_L,-0.02135911944319746
5KB3V,HP_3_H,0.12563300133211275
5KB3V,HP_4,7.374885204392001e-05
5KB3V,HP_5,0.001529796738870548
5KB3V,HP_6,0.001026250035472298
5KB3V,HP_7_H,0.09125611603603012
5KB3V,HP_7_L,-0.17162807831966198
5KB3V,HP_9,-3.137958900545357e-05
5KB3V,LN_1,-5.24894687137234e-06
5KB3V,LN_2,0.0001295655334492274
5KB3V,LN_3,-0.0003002160266722953
5KB3V,LN_4,0.00021064366829781633
5KB3V,LN_5,-7.438335783049865e-05
5KB3V,LN_6,0.00010031145823186094
5KB3V,LN_7_N,0.02101466573249544
5KB3V,LN_7_P,-0.039255891884531824
5KB3V,LN_9,-0.00011629069285845617
5KB3V,LP_1,1.8047014251010296e-05
5KB3V,LP_2,3.912486975687912e-05
5KB3V,LP_3,0.00033032430848933814
5KB3V,LP_4,-0.00011248998651236519
5KB3V,LP_5,-0.00042617344629869436
5KB3V,LP_6,0.00033459120380729956
5KB3V,LP_7,1.4360735678398129e-05
5KB3V,LP_9,-0.00038552691387572224
EJOiBs,HN_1,0.010058582825910989
EJOiBs,HN_2_H,0.2985995574963214
EJOiBs,HN_2_L,-0.7099748383134994
EJOiBs,HN_3_H,0.0951651049715041
EJOiBs,HN_3_L,-0.09614125015443209
EJOiBs,HN_4,-2.3930186725529268e-06
EJOiBs,HN_5,-0.00015461411659334345
EJOiBs,HN_6,-0.00021949926713027423
EJOiBs,HN_7,0.00037826900789328377
EJOiBs,HN_9,2.4643954199099483e-05
EJOiBs,HP_1_L,0.008187478937754733
EJOiBs,HP_1_H,-0.003605261267995097
EJOiBs,HP_2,7.433537113943345e-05
EJOiBs,HP_3_L,-0.01970496312802883
EJOiBs,HP_3_H,0.11607791956880131
EJOiBs,HP_4,-0.00011392611107874373
EJOiBs,HP_5,0.0004856629462151041
EJOiBs,HP_6,0.0005240443580554199
EJOiBs,HP_7_H,0.034956024073094394
EJOiBs,HP_7_L,-0.07198178844708103
EJOiBs,HP_9,-1.2448681624643854e-05
EJOiBs,LN_1,3.520351697616775e-05
EJOiBs,LN_2,0.00010291832836051285
EJOiBs,LN_3,-2.4301116444469528e-05
EJOiBs,LN_4,5.720084347071719e-05
EJOiBs,LN_5,-2.4745931999081705e-05
EJOiBs,LN_6,-7.755581154178515e-06
EJOiBs,LN_7_N,0.06058327807329533
EJOiBs,LN_7_P,-0.13021606780541495
EJOiBs,LN_9,-0.00027747853991044735
EJOiBs,LP_1,0.0002875006522491397
EJOiBs,LP_2,0.00010548104139385117
EJOiBs,LP_3,0.0009717261441579694
EJOiBs,LP_4,2.0086373675454183e-05
EJOiBs,LP_5,0.000543049854948574
EJOiBs,LP_6,-0.0006137944671986695
EJOiBs,LP_7,2.7949316421693737e-05
EJOiBs,LP_9,0.0001796399373503732
gf5X,HN_1,0.0020680997260562606
gf5X,HN_2_H,0.1990180194970348
gf5X,HN_2_L,-0.45909911872438425
gf5X,HN_3_H,-0.1224959916729178
gf5X,HN_3_L,0.08865066328302262
gf5X,HN_4,0.00015950668210340524
gf5X,HN_5,-1.5412567327288684e-05
gf5X,HN_6,7.695423153064596e-05
gf5X,HN_7,5.948246385312217e-05
gf5X,HN_9,2.38359840394331e-05
gf5X,HP_1_L,-0.0639087573391861
gf5X,HP_1_H,0.027883463767949035
gf5X,HP_2,9.408212051953413e-05
gf5X,HP_3_L,-0.020436243278506794
gf5X,HP_3_H,0.11166689922703377
gf5X,HP_4,0.00045171332015714327
gf5X,HP_5,0.0012549451498031772
gf5X,HP_6,6.656937838611654e-05
gf5X,HP_7_H,0.035468150610864946
gf5X,HP_7_L,-0.06115532232226473
gf5X,HP_9,6.354619614734602e-05
gf5X,LN_1,4.877470784769855e-05
gf5X,LN_2,0.00011844834024898887
gf5X,LN_3,-0.00023286954081314093
gf5X,LN_4,0.00033781380863207033
gf5X,LN_5,-0.00037741638795107946
gf5X,LN_6,5.365518938393876e-05
gf5X,LN_7_N,0.04709390152883319
gf5X,LN_7_P,-0.09035534245393606
gf5X,LN_9,6.303889272718521e-05
gf5X,LP_1,0.00021282261160449067
gf5X,LP_2,0.00025102314519109825
gf5X,LP_3,0.0005193760032384809
gf5X,LP_4,-9.169151969379286e-05
gf5X,LP_5,0.0005574013268887512
gf5X,LP_6,7.055087713592201e-05
gf5X,LP_7,0.000101532009892491
gf5X,LP_9,-0.000564753860263334
gjGzb,HN_1,0.002447241691590385
gjGzb,HN_2_H,0.040848573505526176
gjGzb,HN_2_L,-0.09362571223495397
gjGzb,HN_3_H,0.06860025093458866
gjGzb,HN_3_L,-0.07842873939142159
gjGzb,HN_4,0.0004932748071899695
gjGzb,HN_5,-1.3880557276912953e-05
gjGzb,HN_6,0.0006416987978496991
gjGzb,HN_7,0.00019919518342437215
gjGzb,HN_9,-8.774177130188576e-06
gjGzb,HP_1_L,-0.025288976978103506
gjGzb,HP_1_H,0.010692497953049163
gjGzb,HP_2,-0.0005745860253818513
gjGzb,HP_3_L,-0.04482320531435624
gjGzb,HP_3_H,0.2143442386807779
gjGzb,HP_4,0.0004494803994719021
gjGzb,HP_5,0.000885226451361909
gjGzb,HP_6,-0.0009236005865158603
gjGzb,HP_7_H,0.10293382370946169
gjGzb,HP_7_L,-0.2233908322048057
gjGzb,HP_9,-4.9907391588277505e-06
gjGzb,LN_1,2.3101895320287724e-05
gjGzb,LN_2,8.785174646508409e-05
gjGzb,LN_3,-3.0097060284006716e-05
gjGzb,LN_4,0.0007530687814591985
gjGzb,LN_5,0.0005420306660153251
gjGzb,LN_6,6.095476827372437e-05
gjGzb,LN_7_N,0.1483420329677747
gjGzb,LN_7_P,-0.23943459048066362
gjGzb,LN_9,-0.00012889497096502112
gjGzb,LP_1,9.939391683388976e-05
gjGzb,LP_2,-7.477705795633227e-05
gjGzb,LP_3,0.0013017391400711453
gjGzb,LP_4,-9.480600963174268e-05
gjGzb,LP_5,-0.0014020262780873871
gjGzb,LP_6,0.0005458095259700535
gjGzb,LP_7,4.1576707013657455e-05
gjGzb,LP_9,-0.00010073199223681328
LR96S,HN_1,-0.0003383163524914856
LR96S,HN_2_H,0.10673372849410434
LR96S,HN_2_L,-0.2753866612457978
LR96S,HN_3_H,0.15036227833107096
LR96S,HN_3_L,-0.10771289690009977
LR96S,HN_4,0.0005887037946763485
LR96S,HN_5,0.0001239450066123915
LR96S,HN_6,0.0003885545752191355
LR96S,HN_7,0.00010954625668624374
LR96S,HN_9,1.356934582474878e-07
LR96S,HP_1_L,0.0015631223610337308
LR96S,HP_1_H,-0.001453179887651146
LR96S,HP_2,-0.00030669537721550455
LR96S,HP_3_L,-0.04799787742168515
LR96S,HP_3_H,0.2978297517546995
LR96S,HP_4,0.00024943190279991256
LR96S,HP_5,0.0006552899147651559
LR96S,HP_6,0.0003017147267341258
LR96S,HP_7_H,0.07887357931096117
LR96S,HP_7_L,-0.14534358091827837
LR96S,HP_9,-0.00018828765755740662
LR96S,LN_1,3.993732911933279e-06
LR96S,LN_2,0.00017814716826825006
LR96S,LN_3,-4.4770242598524135e-05
LR96S,LN_4,0.0001343709989187758
LR96S,LN_5,1.0536250093728938e-05
LR96S,LN_6,-2.873169044947943e-05
LR96S,LN_7_N,0.10835981815687079
LR96S,LN_7_P,-0.20671172814257588
LR96S,LN_9,2.955358955736287e-05
LR96S,LP_1,7.335905748373506e-05
LR96S,LP_2,7.664551946096054e-05
LR96S,LP_3,0.00013257606533612076
LR96S,LP_4,0.00030603573457765876
LR96S,LP_5,0.0009697681876126296
LR96S,LP_6,3.6265428942083844e-05
LR96S,LP_7,2.0276215561665367e-05
LR96S,LP_9,-0.0002477813797749917
XPI3pA,HN_1,-0.0005258673056225405
XPI3pA,HN_3_H,0.04038692233126229
XPI3pA,HN_3_L,0.011589081457584083
XPI3pA,HN_4,1.6205868156315972e-05
XPI3pA,HN_5,-4.1803778822568916e-05
XPI3pA,HN_6,7.652444684724813e-05
XPI3pA,HN_7,-0.0004974637468602161
XPI3pA,HN_9,-6.725334192037025e-05
XPI3pA,HP_1_L,-0.0010082378038491768
XPI3pA,HP_1_H,0.000560820385894889
XPI3pA,HP_2,2.5084206440872947e-05
XPI3pA,HP_3_L,-6.776693622834173e-05
XPI3pA,HP_4,0.0002813960291825346
XPI3pA,HP_5,0.000922530283304468
XPI3pA,HP_6,0.00039097525935893884
XPI3pA,HP_7_H,0.014337024192029979
XPI3pA,HP_7_L,-0.02432646431565022
XPI3pA,HP_9,-1.939783720406041e-05
XPI3pA,LN_1,-3.1709465826867955e-05
XPI3pA,LN_2,0.00016390011873523846
XPI3pA,LN_3,-0.0002552425399340308
XPI3pA,LN_4,0.00010818809604007384
XPI3pA,LN_5,-5.9885684137839235e-05
XPI3pA,LN_6,-0.0001395759676148245
XPI3pA,LN_7_N,0.047183250113877584
XPI3pA,LN_7_P,-0.09205493219361127
XPI3pA,LN_9,-9.920629952553384e-05
XPI3pA,LP_1,0.00019529041474930509
